nshot_prompt,noshot_prompt,context,answer,completion,completion_bleu,completion_chrf,completion_intervention_10,completion_intervention_10_bleu,completion_intervention_10_chrf
"Q: Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).
A: Le Hangeul est le seul alphabet inventé exprès pour être utilisé dans la vie quotidienne. L'alphabet a été inventé en 1444 sous le règne du roi Sejong (1418 – 1450).

Q: Hsieh implied during the election that Ma might flee the country during a time of crisis.
A: Hsieh a laissé entendre pendant les élections que Ma pourrait fuir le pays à l'occasion d'une crise.

Q: At the time, nearly 100 residents were evacuated from the area.
A: A l'époque, près de 100 habitants ont été évacués de la zone.

Q: The original bill was drafted by former mayor of São Paulo, Marta Suplicy. The proposed legislation, after being amended, is now in the hands of Roberto Jefferson.
A: Le projet de loi original a été rédigé par l'ancienne maire de São Paulo, Marta Suplicy. La législation proposée, après avoir été modifiée, est maintenant entre les mains de Roberto Jefferson.

Q: These websites have gotten a lot of attention, especially in the education setting.
A: Ces sites Web ont suscité un grand intéret, surtout le volet éducation.

Q: The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.
A:","Q: The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.
A:","Q: Hangeul is the only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sejong (1418 – 1450).
A: Le Hangeul est le seul alphabet inventé exprès pour être utilisé dans la vie quotidienne. L'alphabet a été inventé en 1444 sous le règne du roi Sejong (1418 – 1450).

Q: Hsieh implied during the election that Ma might flee the country during a time of crisis.
A: Hsieh a laissé entendre pendant les élections que Ma pourrait fuir le pays à l'occasion d'une crise.

Q: At the time, nearly 100 residents were evacuated from the area.
A: A l'époque, près de 100 habitants ont été évacués de la zone.

Q: The original bill was drafted by former mayor of São Paulo, Marta Suplicy. The proposed legislation, after being amended, is now in the hands of Roberto Jefferson.
A: Le projet de loi original a été rédigé par l'ancienne maire de São Paulo, Marta Suplicy. La législation proposée, après avoir été modifiée, est maintenant entre les mains de Roberto Jefferson.

Q: These websites have gotten a lot of attention, especially in the education setting.
A: Ces sites Web ont suscité un grand intéret, surtout le volet éducation.

","La défaillance de la deuxième phrase, qui propose d'interdire les unions civiles entre personnes de même sexe, pourrait éventuellement ouvrir la porte à des unions civiles à l'avenir.","The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.",1.2177938322161268,19.97410116799833,"The failure of the second sentence, which proposes to ban same-sex civil unions, could possibly open the door for civil unions in the future.",1.2177938322161268,19.97410116799833
"Q: If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes.
A: Si vous voulez faire le tour du monde en avion en restant uniquement dans l'hémisphère sud, le choix des vols et des destinations sera limité à cause du manque de routes transocéaniques.

Q: Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""
A: Chaque minute passée emprisonné sur des montagnes russes doit être pour le moins désagréable, et il a fallu au moins une heure pour extraire la première personne du manège. »

Q: Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.
A: L'utilisation d'applications de navigation par GPS sur votre smartphone peut être le moyen le plus simple et le plus pratique pour vos déplacements en dehors de votre pays de résidence.

Q: The largest employment sectors are professional services, government, finance, trade, and tourism.
A: Les principaux secteurs d'emploi sont les services professionnels, le gouvernement, la finance, le commerce et le tourisme.

Q: In essence, the Renaissance made a significant change in the approach to learning and the dissemination of knowledge.
A: En somme, la Renaissance a été à l'origine d'un changement majeur dans la façon d'envisager l'apprentissage et la diffusion des connaissances.

Q: MRI is based on a physics phenomenon called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University).
A:","Q: MRI is based on a physics phenomenon called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University).
A:","Q: If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of transoceanic routes.
A: Si vous voulez faire le tour du monde en avion en restant uniquement dans l'hémisphère sud, le choix des vols et des destinations sera limité à cause du manque de routes transocéaniques.

Q: Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""
A: Chaque minute passée emprisonné sur des montagnes russes doit être pour le moins désagréable, et il a fallu au moins une heure pour extraire la première personne du manège. »

Q: Using GPS navigation apps on your smartphone can be the easiest and most convenient way to navigate when out of your home country.
A: L'utilisation d'applications de navigation par GPS sur votre smartphone peut être le moyen le plus simple et le plus pratique pour vos déplacements en dehors de votre pays de résidence.

Q: The largest employment sectors are professional services, government, finance, trade, and tourism.
A: Les principaux secteurs d'emploi sont les services professionnels, le gouvernement, la finance, le commerce et le tourisme.

Q: In essence, the Renaissance made a significant change in the approach to learning and the dissemination of knowledge.
A: En somme, la Renaissance a été à l'origine d'un changement majeur dans la façon d'envisager l'apprentissage et la diffusion des connaissances.

","L’IRM est basée sur un phénomène physique appelé résonance magnétique nucléaire (RMN), découvert dans les années 1930 par Felix Bloch (travaillant à l’université de Stanford) et Edward Purcell (de l’université de Harvard).",The MRI scanner is a large magnet that produces a strong magnetic field. The magnetic field is used to align the hydrogen atoms in the body. The hydrogen atoms are the nuclei of water molecules. The nuclei of water mole,0.557973492485958,12.340253755830446,"There are two types of MRI scanners: those that use a strong magnetic field and those that use radio waves. The former are called ""conventional"" MRI scanners, and the latter are called ""open"" MRI",0.0,12.913579513074696
"Q: His name is still unknown to authorities, although they do know he is a member of the Uighur ethnic group.
A: Les autorités ignorent encore son nom, mais on sait tout de même qu'il est membre de l'ethnie Ouïghour.

Q: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.
A: Les supermarchés proposent de manière croissante une gamme plus variée de plats cuisinés. Certains fournissent même un four à micro-ondes ou d'autres moyens pour réchauffer la nourriture.

Q: The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.
A: Le territoire de la Turquie est long de plus de 1600 kilomètres (1000 miles) et large de 800 kilomètres (500 miles), avec une forme plus ou moins rectangulaire.

Q: The clouds presented the potential for confusion as to whether an actual eruption had taken place.
A: Les nuages présentaient un risque de confusion quant à savoir si une véritable éruption avait eu lieu.

Q: The ancient city in the Judean Hills has a fascinating history spanning thousands of years.
A: La cité antique des collines de Judée a une histoire fascinante qui s'étend sur des milliers d'années.

Q: This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.
A:","Q: This, however, is a very hard problem to solve and will take many years before we see useful fusion reactors built.
A:","Q: His name is still unknown to authorities, although they do know he is a member of the Uighur ethnic group.
A: Les autorités ignorent encore son nom, mais on sait tout de même qu'il est membre de l'ethnie Ouïghour.

Q: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.
A: Les supermarchés proposent de manière croissante une gamme plus variée de plats cuisinés. Certains fournissent même un four à micro-ondes ou d'autres moyens pour réchauffer la nourriture.

Q: The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.
A: Le territoire de la Turquie est long de plus de 1600 kilomètres (1000 miles) et large de 800 kilomètres (500 miles), avec une forme plus ou moins rectangulaire.

Q: The clouds presented the potential for confusion as to whether an actual eruption had taken place.
A: Les nuages présentaient un risque de confusion quant à savoir si une véritable éruption avait eu lieu.

Q: The ancient city in the Judean Hills has a fascinating history spanning thousands of years.
A: La cité antique des collines de Judée a une histoire fascinante qui s'étend sur des milliers d'années.

","Ceci, cependant, est un problème très difficile à résoudre et il faudra de nombreuses années avant de voir construire des réacteurs à fusion fructueux.",I think that’s a very good point. I think that’s a very good point. I think that’s a very good point. I think that’s a very good point. I think that’s a very good point.,0.7291698644541256,7.19802951083753,This is a very hard problem to solve and will take many years before we see useful fusion reactors built.,1.1904693354224676,14.008907283797377
"Q: In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.
A: Dans d'autres cas, seules les personnes résidant hors hébergements touristiques doivent s'enregistrer. Toutefois, la loi est beaucoup plus obscure, donc il conviendra de se renseigner au préalable.

Q: ""It's going to behave like water. It's transparent just the way water is.
A: « Il va se comporter comme l’eau. Il est transparent comme l’eau.

Q: Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.
A: Les schémas de pensée convergents sont des techniques de résolution de problèmes qui unissent des idées ou des domaines différents pour trouver une solution.

Q: Seeing the sites and wildlife of the Galapagos is best done by boat, just as Charles Darwin did it in 1835.
A: La meilleure façon de voir les sites et la faune des Galápagos est de prendre le bateau, comme l’a fait Charles Darwin en 1835.

Q: Tourists may visit different landmarks of a particular country or they may simply opt to focus on just one area.
A: Les touristes peuvent visiter différents sites d'un pays donné ou choisir de se concentrer sur une seule région.

Q: We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.""
A:","Q: We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.""
A:","Q: In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.
A: Dans d'autres cas, seules les personnes résidant hors hébergements touristiques doivent s'enregistrer. Toutefois, la loi est beaucoup plus obscure, donc il conviendra de se renseigner au préalable.

Q: ""It's going to behave like water. It's transparent just the way water is.
A: « Il va se comporter comme l’eau. Il est transparent comme l’eau.

Q: Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.
A: Les schémas de pensée convergents sont des techniques de résolution de problèmes qui unissent des idées ou des domaines différents pour trouver une solution.

Q: Seeing the sites and wildlife of the Galapagos is best done by boat, just as Charles Darwin did it in 1835.
A: La meilleure façon de voir les sites et la faune des Galápagos est de prendre le bateau, comme l’a fait Charles Darwin en 1835.

Q: Tourists may visit different landmarks of a particular country or they may simply opt to focus on just one area.
A: Les touristes peuvent visiter différents sites d'un pays donné ou choisir de se concentrer sur une seule région.

","Nous traversons une crise financière d'un an, qui a connu son moment le plus aigu au cours des deux derniers mois, et je pense que maintenant les marchés financiers commencent à se redresser. »","""I think that's right. I think the markets are beginning to recover. I think the markets are beginning to reflect the fact that we have a new administration that is going to be very aggressive in dealing with the problems that",0.9798555761147508,13.014669326000622,"We have a year-long financial crisis, which has had its most acute moment in the past two months, and I think now the financial markets are beginning to recover.",1.1295502743372388,18.42119982927615
"Q: Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.
A: Ses reliquats ont provoqué des averses sur la plupart des îles, bien que pour l’instant, aucun dégât ni inondation n’ait été signalé.

Q: Nadal bagged 88% net points in the match winning 76 points in the first serve.
A: Nadal a amassé 88 % de points nets dans le match, remportant 76 points au premier service.

Q: As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.
A: Au fil du temps, de nombreux mots empruntés à l'allemand se sont mélangés. Ce fut le début du développement.

Q: The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.
A: Le problème a commencé le 1er janvier lorsque des dizaines de résidents locaux ont commencé à se plaindre au bureau de poste d'Obanazawa qu'ils n'avaient pas reçu leurs cartes de nouvel an traditionnelles et régulières.

Q: In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.
A: En plus de la glace dévastatrice, les conditions météorologiques extrêmes ont entravé les efforts de sauvetage.

Q: In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.
A:","Q: In the rainy season (November to March), the water volume will be higher and the Falls will be more dramatic.
A:","Q: Its remnants produced showers across most of the islands, though as of yet, no damage or flooding has been reported.
A: Ses reliquats ont provoqué des averses sur la plupart des îles, bien que pour l’instant, aucun dégât ni inondation n’ait été signalé.

Q: Nadal bagged 88% net points in the match winning 76 points in the first serve.
A: Nadal a amassé 88 % de points nets dans le match, remportant 76 points au premier service.

Q: As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.
A: Au fil du temps, de nombreux mots empruntés à l'allemand se sont mélangés. Ce fut le début du développement.

Q: The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.
A: Le problème a commencé le 1er janvier lorsque des dizaines de résidents locaux ont commencé à se plaindre au bureau de poste d'Obanazawa qu'ils n'avaient pas reçu leurs cartes de nouvel an traditionnelles et régulières.

Q: In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.
A: En plus de la glace dévastatrice, les conditions météorologiques extrêmes ont entravé les efforts de sauvetage.

","Pendant la saison des pluies (de novembre à mars), le volume d'eau sera plus élevé et les chutes seront plus dramatiques.",The water volume is not affected by the rainy season. The water volume is affected by the rainy season in the upper reaches of the river.,1.5266081935888858,14.649908268298942,"In the rainy season, the water volume will be higher and the Falls will be more dramatic.",1.406913671238289,16.455789138259366
"Q: If confirmed, the find completes Allen's eight-year search for the Musashi.
A: Si elle est confirmée, la découverte complète les huit années de recherche du Musashi menées par Allen.

Q: The cell is the basic unit of all living things, and all organisms are composed of one or more cells.
A: La cellule est l'unité de base de tous les êtres vivants, et tous les organismes sont composés d'une ou plusieurs cellules.

Q: As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.
A: Comme la capacité à acquérir la connaissance et à apprendre a changé d'une certaine façon telle que mentionnée ci-dessus, le rythme de base auquel la connaissance s'acquérait a changé.

Q: King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.
A: Sejong le Grand fut le quatrième roi de la dynastie Joseon et demeure l’un des souverains coréens les plus respectés.

Q: This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.
A: Cela devient moins problématique à mesure que les fabricants de lentilles atteignent des normes plus élevées dans la production de lentilles.

Q: He has also been accused previously of copyright infringement, but was not charged.
A:","Q: He has also been accused previously of copyright infringement, but was not charged.
A:","Q: If confirmed, the find completes Allen's eight-year search for the Musashi.
A: Si elle est confirmée, la découverte complète les huit années de recherche du Musashi menées par Allen.

Q: The cell is the basic unit of all living things, and all organisms are composed of one or more cells.
A: La cellule est l'unité de base de tous les êtres vivants, et tous les organismes sont composés d'une ou plusieurs cellules.

Q: As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.
A: Comme la capacité à acquérir la connaissance et à apprendre a changé d'une certaine façon telle que mentionnée ci-dessus, le rythme de base auquel la connaissance s'acquérait a changé.

Q: King Sejong was the fourth king of the Joseon Dynasty and is one of the most highly regarded.
A: Sejong le Grand fut le quatrième roi de la dynastie Joseon et demeure l’un des souverains coréens les plus respectés.

Q: This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.
A: Cela devient moins problématique à mesure que les fabricants de lentilles atteignent des normes plus élevées dans la production de lentilles.

","Il a également été accusé précédemment de violation du droit d'auteur, mais n'a pas été inculpé.",I don’t know about that. I don’t know if he was charged or not. I know that he was accused of copyright infringement. I know that he was accused of copyright infringement. I know,0.8853994618255676,13.049095308792555,There is no evidence that he has been charged with copyright infringement.,1.1552167775385556,11.310275590208716
"Q: Rules regarding regular photography also apply to video recording, possibly even more so.
A: Les règles concernant la photographie régulière s'appliquent également à l'enregistrement vidéo, voire même davantage.

Q: The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.
A: Le bâtiment abritait un certain nombre de pèlerins venus visiter la ville sainte à la veille du pèlerinage du Hadj.

Q: The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.
A: La lame d'un patin à glace moderne est dotée de deux extrémités avec un creux concave situé entre les deux. Ces deux extrémités permettent une meilleure adhérence à la glace, même lorsqu'elles sont inclinées.

Q: As a winner-takes-all state, Florida awarded all fifty of its delegates to Romney, pushing him ahead as the front-runner for the Republican Party nomination.
A: En tant qu'état où le vainqueur remporte tout, la Floride a décerné à Romney ses cinquante délégués, le poussant ainsi en tête de liste pour la nomination du parti républicain.

Q: Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)
A: Apprendre à créer des médias interactifs nécessite des compétences conventionnelles et traditionnelles, ainsi que des outils maîtrisés dans le cadre de cours interactifs (storyboarding, montage audio et vidéo, narration d'histoires, etc.)

Q: Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.
A:","Q: Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.
A:","Q: Rules regarding regular photography also apply to video recording, possibly even more so.
A: Les règles concernant la photographie régulière s'appliquent également à l'enregistrement vidéo, voire même davantage.

Q: The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.
A: Le bâtiment abritait un certain nombre de pèlerins venus visiter la ville sainte à la veille du pèlerinage du Hadj.

Q: The blade on a modern ice skate has a double edge with a concave hollow between them. The two edges allow for a better grasp of the ice, even when tilted.
A: La lame d'un patin à glace moderne est dotée de deux extrémités avec un creux concave situé entre les deux. Ces deux extrémités permettent une meilleure adhérence à la glace, même lorsqu'elles sont inclinées.

Q: As a winner-takes-all state, Florida awarded all fifty of its delegates to Romney, pushing him ahead as the front-runner for the Republican Party nomination.
A: En tant qu'état où le vainqueur remporte tout, la Floride a décerné à Romney ses cinquante délégués, le poussant ainsi en tête de liste pour la nomination du parti républicain.

Q: Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)
A: Apprendre à créer des médias interactifs nécessite des compétences conventionnelles et traditionnelles, ainsi que des outils maîtrisés dans le cadre de cours interactifs (storyboarding, montage audio et vidéo, narration d'histoires, etc.)

","Les talons doivent être bas et larges. Du sable, du gravier ou du sel (chlorure de calcium) est souvent dispersé sur les routes ou les chemins pour améliorer la traction.","The best way to avoid slipping is to wear shoes with good traction. If you must walk on a slippery surface, walk slowly and carefully.",3.049925487132053,15.861923797952471,"There are many different types of footwear, and each type has its own advantages and disadvantages.",1.3207886548310457,10.56673917306885
"Q: For that reason, everything you see on the TV had the borders cut, top, bottom and sides.
A: Pour cette raison, tout ce que vous visionnez sur télévision a les bords coupés en haut, en bas et sur les côtés.

Q: The American plan relied on launching coordinated attacks from three different directions.
A: Le plan américain reposait sur le lancement d'attaques coordonnées depuis trois directions différentes.

Q: Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.
A: Les preuves ont montré par la suite que les tests avaient été falsifiés par Hall, ainsi que par 34 autres fonctionnaires de l'éducation nationale, qui ont été mis en examen en 2013.

Q: Products can be purchased as needed, but most will have little or no real impact on performance.
A: Les produits peuvent être achetés si le besoin se fait sentir, mais la plupart n'auront que peu ou aucune incidence réelle sur la performance de l'athlète.

Q: Time has been studied by religious, philosophical, and scientific scholars for thousands of years.
A: Le temps a été étudié par des érudits religieux, philosophiques et scientifiques pendant des milliers d'années.

Q: Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.
A:","Q: Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.
A:","Q: For that reason, everything you see on the TV had the borders cut, top, bottom and sides.
A: Pour cette raison, tout ce que vous visionnez sur télévision a les bords coupés en haut, en bas et sur les côtés.

Q: The American plan relied on launching coordinated attacks from three different directions.
A: Le plan américain reposait sur le lancement d'attaques coordonnées depuis trois directions différentes.

Q: Evidence thereafter indicated test papers were tampered with Hall, along with 34 other education officials, was indicted in 2013.
A: Les preuves ont montré par la suite que les tests avaient été falsifiés par Hall, ainsi que par 34 autres fonctionnaires de l'éducation nationale, qui ont été mis en examen en 2013.

Q: Products can be purchased as needed, but most will have little or no real impact on performance.
A: Les produits peuvent être achetés si le besoin se fait sentir, mais la plupart n'auront que peu ou aucune incidence réelle sur la performance de l'athlète.

Q: Time has been studied by religious, philosophical, and scientific scholars for thousands of years.
A: Le temps a été étudié par des érudits religieux, philosophiques et scientifiques pendant des milliers d'années.

","L'hindi et l'ourdou disposent d'un vocabulaire semblable mais d'une écriture différente ; lors d'une conversation de tous les jours, les locuteurs des deux langues peuvent en général se comprendre.","Hindi and Urdu are similar in vocabulary but different in script; in everyday conversations, speakers of both languages can usually understand each other.",0.828010010590659,20.186772888655863,"There is a lot of overlap between Hindi and Urdu, but there are also many differences. For example, Hindi has a different script than Urdu, and the two languages have different vocabularies. In everyday conversations,",1.0104137300699556,20.89742137129291
"Q: Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.
A: A 11 h 29, la manifestation s'est déplacée vers Whitehall, devant Trafalgar Square, le long du Strand, en passant par Aldwych et en remontant Kingsway vers Holborn, où le Parti Conservateur tenait son Forum de printemps à l'hôtel Grand Connaught Rooms.

Q: I expect to return to all my duties on Monday,"" Arias said in a statement.
A: J'espère reprendre toutes mes fonctions dès lundi », a affirmé Arias dans un communiqué.

Q: Humans are by far the most talented species in reading the minds of others.
A: L'homme est de loin l'espèce la plus douée pour lire dans les pensées des autres.

Q: Eighteen holes are played during a regular round, with players usually starting on the first hole on the course and finishing on the eighteenth.
A: Une partie se joue ordinairement en dix-huit trous : les joueurs commencent en règle générale par le premier trou du parcours et terminent par le dix-huitième.

Q: Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.
A: Piquet Jr. s'est écrasé lors du Grand Prix de Singapour de 2008, tout juste après un arrêt aux stands de Fernando Alonso, forçant la sortie de la voiture de sécurité.

Q: Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.
A:","Q: Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.
A:","Q: Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.
A: A 11 h 29, la manifestation s'est déplacée vers Whitehall, devant Trafalgar Square, le long du Strand, en passant par Aldwych et en remontant Kingsway vers Holborn, où le Parti Conservateur tenait son Forum de printemps à l'hôtel Grand Connaught Rooms.

Q: I expect to return to all my duties on Monday,"" Arias said in a statement.
A: J'espère reprendre toutes mes fonctions dès lundi », a affirmé Arias dans un communiqué.

Q: Humans are by far the most talented species in reading the minds of others.
A: L'homme est de loin l'espèce la plus douée pour lire dans les pensées des autres.

Q: Eighteen holes are played during a regular round, with players usually starting on the first hole on the course and finishing on the eighteenth.
A: Une partie se joue ordinairement en dix-huit trous : les joueurs commencent en règle générale par le premier trou du parcours et terminent par le dix-huitième.

Q: Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.
A: Piquet Jr. s'est écrasé lors du Grand Prix de Singapour de 2008, tout juste après un arrêt aux stands de Fernando Alonso, forçant la sortie de la voiture de sécurité.

",L'architecture se rapporte à la conception et à la construction des bâtiments. L'architecture d'un site est souvent une attraction touristique à part entière.,The architecture of a place is often a tourist attraction in its own right.,1.346790538977902,18.775387013281538,"There are many different types of architecture. Some of the most famous architects are Frank Lloyd Wright, Frank Gehry, and I.M. Pei.",1.0916771371783491,17.741715809144075
"Q: Now for Japan. Japan was an island country, just like Britain.
A: Passons maintenant au Japon. Le Japon est un pays insulaire, tout comme la Grande-Bretagne.

Q: Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote.
A: L'ancien gouverneur du Massachusetts, Mitt Romney, a remporté les élections primaires présidentielles du Parti républicain de Floride mardi avec plus de 46 % des voix.

Q: In Rogaland and Agder they are usually called ""hei"" meaning a treeless moorland often covered in heather.
A: Dans le Rogaland et à Adger, ils sont souvent qualifiés de « hei », ce qui signifie landes déboisées souvent couvertes de bruyère.

Q: Only the effects of catastrophizing, not depression and fear was conditional of regular weekly structured PA sessions.
A: Seuls les effets de la catastrophe, et non la dépression et la peur, étaient conditionnés par des séances hebdomadaires régulières et structurées d'AP.

Q: Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.
A: Certains scientifiques pensent que le tricératops mangeait des cycadées, un type de plante qui était très courant pendant la période crétacée.

Q: The Dominican Republic (Spanish: República Dominicana) is a Caribbean country that occupies the eastern half of the island of Hispaniola, which it shares with Haiti
A:","Q: The Dominican Republic (Spanish: República Dominicana) is a Caribbean country that occupies the eastern half of the island of Hispaniola, which it shares with Haiti
A:","Q: Now for Japan. Japan was an island country, just like Britain.
A: Passons maintenant au Japon. Le Japon est un pays insulaire, tout comme la Grande-Bretagne.

Q: Former Massachusetts governor Mitt Romney won the Florida Republican Party presidential primary election on Tuesday with over 46 percent of the vote.
A: L'ancien gouverneur du Massachusetts, Mitt Romney, a remporté les élections primaires présidentielles du Parti républicain de Floride mardi avec plus de 46 % des voix.

Q: In Rogaland and Agder they are usually called ""hei"" meaning a treeless moorland often covered in heather.
A: Dans le Rogaland et à Adger, ils sont souvent qualifiés de « hei », ce qui signifie landes déboisées souvent couvertes de bruyère.

Q: Only the effects of catastrophizing, not depression and fear was conditional of regular weekly structured PA sessions.
A: Seuls les effets de la catastrophe, et non la dépression et la peur, étaient conditionnés par des séances hebdomadaires régulières et structurées d'AP.

Q: Some scientists think Triceratops ate cycads, which are a type of plant that was common in the Cretaceous.
A: Certains scientifiques pensent que le tricératops mangeait des cycadées, un type de plante qui était très courant pendant la période crétacée.

","La République dominicaine (República Dominicana en espagnol) est un pays des Caraïbes qui occupe la moitié est de l'île d'Hispaniola, qu'il partage avec Haïti.","The Dominican Republic is a country located on the island of Hispaniola, in the Greater Antilles archipelago of the Caribbean region. It occupies the eastern five-eighths of the island, which it",3.085457278251791,21.68999634302353,"There are many different types of Dominican Republic passports. The most common type is the regular passport, which is issued to citizens of the Dominican Republic who are over 18 years old. This passport allows the holder to travel to",0.9600909071354211,19.25684490923224
