prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,commet_baseline
"Translate the following sentence from Japanese to English:
Q: 恐竜の羽毛には羽軸と呼ばれる十分に発達した軸がないものの、他の羽毛の特徴である綿羽や小羽枝があることから、研究者らは羽軸はこうした他の特徴よりも後に起きた進化であった可能性が高いと推測しています。
A:",恐竜の羽毛には羽軸と呼ばれる十分に発達した軸がないものの、他の羽毛の特徴である綿羽や小羽枝があることから、研究者らは羽軸はこうした他の特徴よりも後に起きた進化であった可能性が高いと推測しています。,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","The sentence translates to English as: ""The feathers of the fearsome dragon have no properly developed axes, but they also have the characteristic of fine feathers and small branches, which suggests that researchers believe the development of the axes was later than the other characteristics of the feathers.""",35.28639588884265,4.852105940692102,6.0,10.125,-0.0361328125
"Translate the following sentence from Japanese to English:
Q: 羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。
A:",羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The feathers' structure suggests that they were used for flight purposes rather than for thermoregulation or visual effects. Researchers concluded that this was the tail feathers of a young dinosaur, but the samples show that the feathers are not those of an adult bird, which is consistent with the feathers of a young bird.",52.53274893957733,23.70551596040501,7.21875,9.0,0.6640625
"Translate the following sentence from Japanese to English:
Q: 研究者らは、この標本が若い恐竜の尻尾であるにもかかわらず、ひなの羽毛ではなく大人の羽毛が生えていることを示唆している。
A:",研究者らは、この標本が若い恐竜の尻尾であるにもかかわらず、ひなの羽毛ではなく大人の羽毛が生えていることを示唆している。,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Researchers have shown that this sample, which is a tail of a young dinosaur, actually shows that the feathers are not of a young bird but of an adult bird.",43.89644749614428,21.784834125516063,4.65625,5.4375,0.7421875
"Translate the following sentence from Japanese to English:
Q: 昨日の朝、トルコのガジアンテップの警察本部で自動車爆弾の爆発により、警官2人が死亡し、負傷者は20人を超えました。
A:",昨日の朝、トルコのガジアンテップの警察本部で自動車爆弾の爆発により、警官2人が死亡し、負傷者は20人を超えました。,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","On the morning of yesterday, the police headquarters in Gaziantepe, Turkey, was hit by an explosion of an automobile bomb, resulting in the deaths of two police officers and injuries to 20 or more people.",54.31130473753319,23.140962825076276,2.015625,3.34375,0.9140625
"Translate the following sentence from Japanese to English:
Q: 知事室の報道によれば、負傷者のうち19人は警官でした。
A:",知事室の報道によれば、負傷者のうち19人は警官でした。,The governor's office said nineteen of the injured were police officers.,"According to the report from the prefectural office, 19 of the injured were police officers.",56.013287793450196,39.1080327529236,1.5703125,1.9453125,1.0234375
"Translate the following sentence from Japanese to English:
Q: 警察は、攻撃に関与した過激派ダーシュ（ISIL）を疑っていると述べました。
A:",警察は、攻撃に関与した過激派ダーシュ（ISIL）を疑っていると述べました。,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police stated that they are questioning the extremist group Dushu (ISIL) that participated in the attack.,30.444299422119915,14.521383677815447,6.4375,8.0625,0.8125
"Translate the following sentence from Japanese to English:
Q: 彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。星系内にあるすべての星の活動は、その光度と自転によってのみ駆動され、その他の要因はないことがわかりました。
A:",彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。星系内にあるすべての星の活動は、その光度と自転によってのみ駆動され、その他の要因はないことがわかりました。,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","They discovered that all the activities of stars within the galaxy are driven solely by their luminosity and rotation, and no other factors are involved.",36.90788415398549,16.21222440928067,5.15625,5.59375,0.9375
"Translate the following sentence from Japanese to English:
Q: 光度と自転の組み合わせから、プラズマ流に関係する星のロスビー数が決定されます。
A:",光度と自転の組み合わせから、プラズマ流に関係する星のロスビー数が決定されます。,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",The combination of luminosity and rotation determines the loss rate of stars related to plasma flow.,51.090003634012994,30.267040867979485,4.4375,5.78125,0.89453125
"Translate the following sentence from Japanese to English:
Q: ロスビー数が小さいほど磁気反転に関して星の活性が低下するわけです。
A:",ロスビー数が小さいほど磁気反転に関して星の活性が低下するわけです。,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The smaller the number of losses, the lower the activity of the star in the magnetic reversal.",51.07959300160917,18.931747781986427,5.75,9.375,0.72265625
"Translate the following sentence from Japanese to English:
Q: 旅の途中、岩崎さんは何度もトラブルに見舞われました。
A:",旅の途中、岩崎さんは何度もトラブルに見舞われました。,"During his trip, Iwasaki ran into trouble on many occasions.","While on a journey, Yamaguchi often had to be upset by problems.",15.291599410603018,3.0098043843528286,5.90625,9.875,0.921875
"Translate the following sentence from Japanese to English:
Q: 海賊に襲われたり、チベットで狂犬に襲われたり、ネパールでの結婚から逃れたり、インドで逮捕されたりしたのです。
A:",海賊に襲われたり、チベットで狂犬に襲われたり、ネパールでの結婚から逃れたり、インドで逮捕されたりしたのです。,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","The sentence in English is: ""I have been attacked by pirates, bitten by rabies in Tibet, escaped from marriage in Nepal, been captured in India, and so on.""",49.487886517102666,14.39978672083651,5.0,6.3125,0.04833984375
"Translate the following sentence from Japanese to English:
Q: 802.11n規格に準拠していれば、2.4Ghzまたは5.0Ghzのどちらの周波数でも通信可能です。
A:",802.11n規格に準拠していれば、2.4Ghzまたは5.0Ghzのどちらの周波数でも通信可能です。,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,"If you are using the 802.11n standard, you can communicate on either 2.4GHz or 5.0GHz frequencies.",46.06387552834482,22.894156860669913,0.78515625,0.71484375,0.94921875
"Translate the following sentence from Japanese to English:
Q: これにより、基地局がデュアルバンド無線を搭載していれば、802.11a、802.11b、802.11gとの下位互換性を確保することができます。
A:",これにより、基地局がデュアルバンド無線を搭載していれば、802.11a、802.11b、802.11gとの下位互換性を確保することができます。,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","This allows the base station to be equipped with dual-band Wi-Fi, ensuring compatibility with 802.11a, 802.11b, and 802.11g.",49.1922616052869,39.115580380941275,1.1875,1.46875,0.796875
"Translate the following sentence from Japanese to English:
Q: 802.11nの速度は、600Mbit/秒という理論上の最大スループットを持つ従来型の速度よりも大幅に高速です。
A:",802.11nの速度は、600Mbit/秒という理論上の最大スループットを持つ従来型の速度よりも大幅に高速です。,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"The speed of 802.11n is significantly faster than the theoretical maximum speed of 600Mbit/s of the traditional speed, which is 10 times faster.",45.51739163491802,29.56412898317928,5.53125,6.53125,0.8671875
"Translate the following sentence from Japanese to English:
Q: 既婚者であり、成人した2人の子を持つデュバルは、この話に関係するミラーにあまり印象を残しませんでした。
A:",既婚者であり、成人した2人の子を持つデュバルは、この話に関係するミラーにあまり印象を残しませんでした。,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","A: A married man with two children, who is a member of the Miramar, did not leave a lasting impression on this matter.",48.74455125082682,21.202634869562416,11.875,13.25,0.224609375
"Translate the following sentence from Japanese to English:
Q: コメントを求められたミラー氏は、「公聴会ではマイクがよくしゃべるので、私は準備をしていたので、何を言っているのかよく聞こえなかった」と述べた。
A:",コメントを求められたミラー氏は、「公聴会ではマイクがよくしゃべるので、私は準備をしていたので、何を言っているのかよく聞こえなかった」と述べた。,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","The person who requested a comment was asked to speak during the public hearing, and he said, ""I prepared for it, but I couldn't hear what he was saying clearly.""",39.75266858171344,12.788522547256232,6.625,6.71875,-0.00030517578125
"Translate the following sentence from Japanese to English:
Q: 「我々は、2020年までにGDPあたりの二酸化炭素排出量を2005年の水準から大幅に削減するように努力する」と胡錦濤国家主席は述べました。
A:",「我々は、2020年までにGDPあたりの二酸化炭素排出量を2005年の水準から大幅に削減するように努力する」と胡錦濤国家主席は述べました。,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""We are determined to reduce the carbon dioxide emissions per dollar of GDP by a significant amount compared to 2005, as stated by Hu Jintao, the President of the People's Republic of China.""",39.46463575449488,14.068125183327334,6.71875,7.625,0.263671875
"Translate the following sentence from Japanese to English:
Q: 胡氏は、削減する数値を定めませんでしたが、削減は中国の経済産出量に基づいて実施されるだろうと述べました。
A:",胡氏は、削減する数値を定めませんでしたが、削減は中国の経済産出量に基づいて実施されるだろうと述べました。,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","The Chinese government did not set a specific number to reduce, but they stated that the reduction would be implemented based on China's economic output.",50.127109407742,31.75634859017399,3.265625,3.296875,0.8203125
