prompt,query,reference,generation_function_vector,bleu_function_vector,chrf_function_vector,function_vector_lang,reference_lang,bleu_function_vector_lang,chrf_function_vector_lang,metricx_qe_function_vector
"Q: While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.
A:","While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。,一前实验的 Ebola 试验 不能 证明 没 有  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试,1.3201729255191414,3.104657553312686,hrv_Latn," Iako se pokazalo da jedno eksperimentalno cjepivo može smanjiti smrtnost od ebole, dosad nijedan lijek nije dokazano prikladan za liječenje postojeće infekcije.",0.0,0.8349333928671802,18.625
"Q: One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.
A:","One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.",一种名为 ZMapp 的“抗体鸡尾酒”（多抗体联合）最初有望在该领域发挥作用，但正式研究表明，它在预防死亡方面的效果有些不尽人意。,一 旧 在 在 试 在  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试  试,0.5317343965184799,0.6510416666666665,zho_Hans, 一种名为 ZMapp 的“抗体鸡尾酒”（多抗体联合）最初有望在该领域发挥作用，但正式研究表明，它在预防死亡方面的效果有些不尽人意。,0.5317343965184799,0.6510416666666665,18.375
"Q: In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.
A:","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.",在 PALM 实验中，ZMapp 用作参照。也就是科学家将其作为基线，把其他三种治疗方法与之作比较。,在 PALM 试验 中 使用 ZM 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用 试 用 使 用,3.049051665603076,10.66392457330328,yue_Hant, 在 PALM 試驗中，ZMapp 作為對照，表示科學家用它作為底線，並將其他三種治療方法與其進行比較。,2.80306245608328,10.036043507526454,9.75
"Q: USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.
A:",USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,美国体操协会对美国奥委会的信函表示支持，并接受奥运会大家庭的严格要求，即为所有运动员营造一个安全的训练环境。,美国美国的奥会支持美国的奥会需要的绝对的奥会的需要的的奥会的需要的的奥会的需要的的奥会的需要的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的,1.3495071168620074,4.409354918968076,zho_Hans, 美国体操协会对美国奥委会的信函表示支持，并接受奥运会大家庭的严格要求，即为所有运动员营造一个安全的训练环境。,1.3495071168620074,4.409354918968076,17.75
"Q: We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.
A:","We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",我们同意美国奥委会的声明，与其吊销执照，不如在我们组织内部继续推进有意义的变革，可能更有利于维护运动员和俱乐部的利益及其运动。,我们同意我们组织的运动员和我们的运动员的利益的更好的是在我们的组织中更好的是我们的运动员的利好更好的是我们的组织的更好的是我们的运动员的利好更好是更好的是我们的更好是更好是更好是更好是更好更好更好更好更好更好更好更好更好更好更好更好更好更好,2.825869821086463,8.93331518214726,zho_Hans, 我们同意美国奥委会的声明，与其吊销执照，不如在我们组织内部继续推进有意义的变革，可能更有利于维护运动员和俱乐部的利益及其运动。,2.825869821086463,8.93331518214726,11.4375
"Q: USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.
A:",USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,根据美国体操协会支持的一项独立调查，我们也许能够得知，幸存者勇敢曝光的、拉里·纳萨尔的大规模性侵行为，为什么在这么长时间内都没有被发现。此外，协会还表示会做出必要和适当的整改。,美国美国支持了不可以不可以的不可以的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的支持了没有的,0.556156680230649,1.85403984592851,zho_Hans, 根据美国体操协会支持的一项独立调查，我们也许能够得知，幸存者勇敢曝光的、拉里·纳萨尔的大规模性侵行为，为什么在这么长时间内都没有被发现。此外，协会还表示会做出必要和适当的整改。,0.556156680230649,1.85403984592851,18.375
"Q: USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.
A:","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.",美国体操协会和美国奥委会有一个共同的目标，那就是尽可能保证体操运动和其他运动的安全性，让运动员在安全、积极和充满支持的环境中追求他们的梦想。,美国美国的目标是使 gymn 学院和是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的目标是使 gymn 学院的,1.047810411458588,2.7900955345752245,cym_Latn," Mae gan Gymnasteg UDA a'r USOC yr un amcan - gwneud camp gymnasteg, a chwaraeon eraill, mor ddiogel â phosibl i athletwyr ddilyn eu breuddwydion mewn amgylchedd diogel, positif, sy'n eu grymuso.",0.3704569236701171,3.7160051886697936,25.0
"Q: Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.
A:","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.",20 世纪 60 年代，布热津斯基先是为约翰·福特·肯尼迪效力，担任他的顾问，后来又为林登·贝恩斯·约翰逊政府工作。,在 1960 年 的 中 1960 年 的 中 在 1960 年 的 中 在 1960 年 的 中 在 1960 年 的 中 在 中 的 中 在 1960 年 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中 的 中 中,0.0,1.5457956813318545,yue_Hant, 1960 年代，布熱津斯基先後為約翰·甘迺迪和林登·約翰遜的政府擔任顧問。,0.4087663913874611,6.094667963856634,14.75
"Q: During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.
A:","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.",在 1976 年总统选举期间，他为卡特提供了对外政策方面的建议，随后在 1977 到 1981 年接替亨利·基辛格担任国家安全顾问 (NSA) 。,在1976年期间，曾是1976年期间的国家（是1976年期间的国家的在于是，曾是1976年期间的国家的在于是的在于是的是，曾是1976年期间的国家的在于是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是的是,1.2265454565976384,8.597100366234853,zho_Hans, 在 1976 年总统选举期间，他为卡特提供了对外政策方面的建议，随后在 1977 到 1981 年接替亨利·基辛格担任国家安全顾问 (NSA) 。,1.2265454565976384,8.597100366234853,18.875
"Q: As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.
A:","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.",身为国家安全顾问，他曾协助卡特处理诸多国际事务，例如 1978 年签署《戴维营协议》；在20 世纪 70 年代末实现美中关系正常化；1979 年导致伊朗人质危机的伊朗革命；1979 年苏联入侵阿富汗。,美国是把在1979年中美国是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中是把在1979年中,1.156016016274933,6.324586222784427,yue_Hant, 作為國家安全顧問，他協助卡特在外交上處理國際事務，例如 1978 年的大衛營協議；1970 年代末實現美中關係正常化；1979 年導致伊朗人質危機的伊朗革命；及1979 年蘇聯入侵阿富汗。,1.195258491917312,6.9820989805405675,25.0
"Q: The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.
A:","The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",这部由瑞恩·高斯林 (Ryan Gosling) 和艾玛·斯通 (Emma Stone) 主演的电影获得了各大奖项的提名。,电片《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《,0.0,0.2232142857142857,lmo_Latn," Ol film, con Ryan Gosling e Emma Stone, ‘l g’ha recevud a i nomination in tute i categòrie.",0.02401530262516502,0.0,20.75
"Q: Gosling and Stone received nominations for Best Actor and Actress respectively.
A:",Gosling and Stone received nominations for Best Actor and Actress respectively.,高斯林和斯通分别获得了最佳男主角和最佳女主角的提名。,गोसलिंग और स्ट्री के नाम में गोसलिंग और स्ट्री के में गोसलिंग और स्ट्री के में गोसलिंग और स्ट्री के में गोसलिंग और स्ट्री के में गोसलिंग और स्ट्री के में गोसलिंग और स्ट्री के में,0.0,0.0,hin_Deva, गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,6.48817398735783,19.69053624502017,21.125
"Q: The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.
A:","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳电影剪辑、最佳原创配乐、最佳艺术指导、最佳音效剪辑、最佳混音和最佳原创剧本。,其他包括包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他的包括其他,0.7865243199865805,0.9777619045047783,yue_Hant, 其他提名包括：最佳電影、最佳導演、最佳攝影、最佳服裝設計、最佳電影剪接、最佳原創配樂、最佳製作設計、最佳音效剪輯、最佳混音，以及最佳原創劇本。,0.7865243199865805,0.9517055225695508,5.75
"Q: Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.
A:","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",该电影的两首歌曲《追梦痴子心》和《星光之城》获得了最佳原创歌曲的提名。狮门影业获得了 26 项提名，比其他任何一家工作室都要多。,容有《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《《,5.9527983655429104e-05,0.41169205434335115,lmo_Latn," Do canzon dol film, Audition (The Fools Who Dream) e City of Stars, a i g’hann recevud la nomination par meior canzon orijinalla. Ol studi Lionsgate ‘l g’ha recevud 26 nomination, plussé qe tuts a i olter studi insema.",1.3999639909290456e-06,0.0,24.25
"Q: Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.
A:","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。,在在美国的在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在在美国的在,0.35896057761679323,1.0069957613491414,zho_Hans, 周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。,0.35896057761679323,1.0069957613491414,22.25
"Q: The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.
A:",The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,在被提到后， 在  通过,0.16676196328010326,0.5980861244019139,zho_Hans, 特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,0.16676196328010326,0.5980861244019139,25.0
"Q: Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.
A:","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",该声明称，土耳其还将接管对被捕的伊斯兰国武装分子的看守任务；欧洲国家拒绝将他们遣送回国。,媺欧洲的被捕的伊斯拉克的欧洲的被的伊斯拉克的的欧洲的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的,2.706825076775131,5.057954931487671,slv_Latn," Turčija bi tudi prevzela straženje ujetih borcev ISIS, ki jih, tako v izjavi, evropski narodi nočejo vrniti v domovino.",0.0,0.0,20.75
"Q: This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.
A:","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.",这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。,这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这这,0.35896057761679323,0.43554006968641124,wol_Latn," Lii nekkul luy firndeel kase ni gën gaa neew am na ay dinosoor yu aw duŋqu, ab xalaat buñu yaatal ba noppi, waaye dafay joxe ay leeral ni fosil yi dunuy daral di mëna, niki melo bi ak teggiinu ñetti tolluwaay.",0.0,0.0,17.375
"Q: . Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.
A:",. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。,科学家说这的羽毛的上面是褫有黄色的的上是的的上是的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的的,1.7513135414616847,4.544087454337331,slv_Latn," . Znanstveniki pravijo, da je bilo perje te živali na zgornji strani kostanjevo rjavo, na spodnji strani pa pastelno ali karotenoidno obarvano.",0.0,0.0,14.5625
"Q: The find also grants insight into the evolution of feathers in birds.
A:",The find also grants insight into the evolution of feathers in birds.,这一发现也有助于深入了解鸟类羽毛的进化。,查找也能了解鸟类的进化的发现也能了解鸟类的进化的发现也能了解的发现的进化的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现的发现,1.7949917848805703,7.250513254060335,zho_Hans, 这一发现也有助于深入了解鸟类羽毛的进化。,1.7949917848805703,7.250513254060335,11.875
"Q: Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
A:","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,因而是因为有没有有了的 [是的] 是 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有了的 [有了的] 有,0.5422773289161769,1.9124435803475628,zho_Hans, 恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,0.5422773289161769,1.9124435803475628,13.625
"Q: The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,这是这的幼生的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的是这的幼的表的,0.7121639145293106,3.102376921623207,zho_Hans, 羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,0.7121639145293106,3.102376921623207,21.0
"Q: The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,研究者说这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是这儿是,0.4312572865610176,1.628611407037573,yue_Hant, 研究人員認為，儘管這是一隻年輕恐龍的尾巴，但樣本顯示的是成年恐龍的羽毛，而不是幼齡的羽毛。,0.36264270632120366,1.5352581142054826,12.625
