prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline
"Q: While authorities are unsure of the credibility of the threat, the Maryland Transportaion Authority made the closure with the urging of the FBI.
A: Bien que les autorités aient des doutes quant à la crédibilité de la menace, le Maryland Transportation Authority a proclamé leur fermeture sous l’insistance du FBI.

Q: The gas becomes thinner as you go farther from the center of the Sun.
A: Le gaz se raréfie à mesure que l'on s'éloigne du centre du Soleil.

Q: This page can easily be accessed by providing just one web address, which makes it easy to remember and easy to type in for students who may have trouble using the keyboard or with spelling.
A: Cette page est accessible facilement à partir d'une seule adresse Web, ce qui la rend facile à mémoriser et à écrire pour les étudiants qui ne savent pas utiliser un clavier et qui ont des problèmes d'orthographe.

Q: While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.
A:"," While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection."," Même si un vaccin expérimental semble jusqu'ici capable de réduire le taux de mortalité d'Ebola, aucun remède n'a encore été suffisamment efficace pour traiter l'infection existante.","Bien qu'un vaccin expérimental semble capable de réduire la mortalité due à l'Ebola, jusqu'à présent, aucun médicament n'a été clairement démontré comme étant adapté au traitement d'une infection existante.",27.73424021735944,50.733697267022336
"Q: Virgin have only purchased the ‘good bank’ of Northern Rock, not the asset management company.
A: Virgin n’a acheté que la « banque saine » de Northern Rock, pas la société de gestion d’actifs.

Q: The trial took place at Birmingham Crown Court and concluded on August 3.
A: Le procès s'est déroulé à la Crown Court de Birmingham et s'est terminé le 3 août.

Q: It seems actually to be more a way of tricking people into believing they have to pay more.
A: Il semblerait qu'il s'agisse d'une façon de faire croire aux gens qu'ils doivent payer plus cher.

Q: One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.
A:"," One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death."," Même si l'administration d'un cocktail d'anticorps, ZMapp, avait d'abord montré des signes prometteurs sur le terrain, des études formelles ont démontré que sa capacité à limiter les décès ne répondait pas aux attentes.","Un cocktail d'anticorps, le ZMapp, a d'abord montré des promesses sur le terrain, mais des études formelles ont indiqué qu'il avait moins d'avantages que prévu pour prévenir la mort.",35.11201481760854,47.38776067862762
"Q: The Health Minister expressed concern both for the welfare of individuals taking advantage of the temporary legality of the substances involved, and for drug-related convictions handed down since the now-unconstitutional changes came into effect.
A: Le ministre de la santé a exprimé son inquiétude tant quant au bien-être des personnes qui profitent de la légalité temporaire des substances concernées qu'aux condamnations liées aux drogues prononcées depuis l'entrée en vigueur des changements désormais anticonstitutionnels.

Q: Canyoning combines elements from swimming, climbing and jumping--but requires relatively little training or physical shape to get started (compared to rock climbing, scuba diving or alpine skiing, for example).
A: Le canyoning combine des éléments de natation, d'escalade et de saut, mais nécessite relativement peu d'entraînement ou de forme physique pour débuter, par rapport à, par exemple,  l'escalade, la plongée sous-marine ou le ski alpin.

Q: Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.
A: À moins que vous ne soyez un diplomate, travailler à l’étranger signifie généralement que vous devrez remplir la déclaration d’impôts sur le revenu dans le pays où vous êtes basé.

Q: In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.
A:"," In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it."," Dans l'essai PALM, le ZMapp a servi de témoin, ce qui signifie que les scientifiques l'ont utilisé comme base de référence et lui ont comparé les trois autres traitements.","Dans l'essai PALM, ZMapp a servi de contrôle, ce qui signifie que les scientifiques l'ont utilisé comme référence et ont comparé les trois autres traitements à lui.",70.81791332288519,81.69028284028948
"Q: There are varying estimates for how many people speak Hindi. It is estimated to be between the second and fourth most commonly spoken language in the world.
A: Les estimations sont variées quant au nombre de personnes qui parlent Hindi. On estime que c'est entre la deuxième et la quatrième langue la plus communément parlée au monde.

Q: However, the first true telescopes were made in Europe in the late 16th century.
A: Toutefois, les premiers vrais télescopes furent fabriqués en Europe à la fin du XVIe siècle.

Q: Another secondary containment area below the tanks capable of holding 104,500 barrels was not yet filled to capacity.
A: Une autre zone de stockage secondaire sous les réservoirs pouvant contenir 104 500 barils n’a pas encore été remplie au maximum de sa capacité.

Q: USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.
A:", USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes., La Fédération américaine de gymnastique soutient la lettre du Comité olympique des États-Unis et accepte la nécessité absolue de la famille olympique de promouvoir un environnement sûr pour tous nos athlètes.,USA Gymnastics soutient la lettre du Comité olympique américain et accepte le besoin absolu de la famille olympique de promouvoir un environnement sûr pour tous nos athlètes.,56.792836940470785,71.05704551891364
"Q: Buying food in supermarkets is usually the cheapest way to get fed. Without cooking opportunities, choices are however limited to ready-made food.
A: Acheter de la nourriture dans les supermarchés est généralement le moyen le moins cher de se nourrir. Sans possibilité de cuisiner, les choix sont cependant limités aux aliments prêts à l'emploi.

Q: Proper nutritional practices alone cannot generate elite performances, but they can significantly affect young athletes' overall wellness.
A: De bonnes pratiques nutritionnelles ne suffisent pas à elles seules à garantir des performances d'élite, mais elles peuvent avoir un impact significatif sur le bien-être général des jeunes athlètes.

Q: An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.
A: Un navire de contre-mesures anti-mines de classe Avenger, le navire était en route pour Puerto Princesa à Palawan.

Q: We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.
A:"," We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification."," Nous sommes d'accord avec la déclaration de l'USOC (Comité olympique des États-Unis) selon laquelle les intérêts de nos athlètes et de nos clubs, ainsi que de leur sport, pourraient être mieux servis. Cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation, qu'à la révocation d'accréditation.","Nous sommes d'accord avec la déclaration de l'USOC selon laquelle les intérêts de nos athlètes et de nos clubs, et de leur sport, pourraient être mieux servis en poursuivant des changements significatifs au sein de notre organisation, plutôt que par la décertification.",41.688336421593206,65.21907636065451
"Q: Victoria Falls is a town in the western portion of Zimbabwe, across the border from Livingstone, Zambia, and near Botswana.
A: Victoria Falls est une ville située dans la partie occidentale du Zimbabwe, de l'autre côté de la frontière avec Livingstone, en Zambie, et près du Botswana.

Q: Internationally, there are nearly 200 running tour organizations. Most of them operate independently.
A: Sur le plan international, il existe près de 200 organisations de visite en course à pied. La plupart d’entre elles fonctionnent indépendamment.

Q: Protests also took place in Paris, Sofia in Bulgaria, Vilnius in Lithuania, Valetta in Malta, Tallinn in Estonia, and Edinburgh and Glasgow in Scotland.
A: Des manifestations ont également eu lieu à Paris, Sofia en Bulgarie, Vilnius en Lituanie, La Valette à Malte, Tallinn en Estonie, et Édimbourg et Glasgow en Écosse.

Q: USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.
A:", USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes., USA Gymnastics soutient une enquête indépendante qui pourrait faire la lumière sur la façon dont l’abus de la proportion décrite si courageusement par les survivants de Larry Nassar a pu passer inaperçu pendant si longtemps et adopte tout changement nécessaire et approprié.,USA Gymnastics soutient une enquête indépendante qui pourrait faire la lumière sur la façon dont des abus de la proportion décrite avec tant de courage par les survivants de Larry Nassar auraient pu passer inaperçus pendant si longtemps et embrasse tous les changements nécessaires et appropriés.,59.688598139167496,79.38403784453331
"Q: Not all were supportive of the inclusion of the women’s ranks.
A: Tout le monde n'était pas transporté par l'idée d'inclure des troupes féminines.

Q: ""We were all simply in shock,"" the mother stated.
A: « Nous étions tous simplement sous le choc », a déclaré la mère.

Q: There were no heavy traffic delays reported on the beltway, the city's alternate route.
A: On avait annoncé aucun retard lié aux embouteillages sur le boulevard périphérique ; l'autre route de la ville.

Q: USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.
A:"," USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment."," USA Gymnastics et l'USOC ont le même objectif : rendre la gymnastique, ainsi que d'autres sports, aussi sûrs que possible pour que les athlètes puissent poursuivre leurs rêves dans un environnement sûr, positif et responsabilisant.","USA Gymnastics et le Comité olympique américain ont le même objectif : rendre le sport de la gymnastique, et d'autres sports, aussi sûr que possible pour les athlètes afin qu'ils puissent suivre leurs rêves dans un environnement sûr, positif et responsabilisant.",54.870897102862905,79.95884851118865
"Q: Peter Lenz, a 13-year-old motorcycle racer, has died after being involved in a crash at the Indianapolis Motor Speedway.
A: Peter Lenz, un pilote de moto de 13 ans, est mort après avoir été impliqué dans un accident sur l'Indianapolis Motor Speedway.

Q: At least 100 people had attended the party, in order to celebrate the first anniversary of a couple whose wedding was held last year.
A: Au moins 100 personnes avaient assisté à la fête, afin de célébrer le premier anniversaire d'un couple dont le mariage s'est tenu l'an passé.

Q: Permits must be reserved in advance. You must have a permit to stay overnight at Sirena.
A: Les permis doivent être réservés à l'avance. Vous devez avoir un permis pour passer la nuit au Sirena.

Q: Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.
A:"," Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration."," Tout au long des années 1960, Brzezinski a travaillé pour John F. Kennedy en tant que conseiller, puis pour l'administration de Lyndon B. Johnson.","Tout au long des années 1960, Brzezinski a travaillé pour John F. Kennedy en tant que son conseiller puis l'administration de Lyndon B. Johnson.",84.0883233799482,89.6664286451886
"Q: As of Wednesday afternoon, the tank vents were still leaking probably from thermal expansion inside the tank.
A: Mercredi après-midi, les évents du réservoir fuyaient toujours, probablement à cause de la dilatation thermique à l'intérieur du réservoir.

Q: Every corner store is filled with a confusing array of pre-paid phone cards that can be used from pay phones or ordinary telephones.
A: Chaque magasin du coin est rempli d'une panoplie déroutante de cartes téléphoniques prépayées qui peuvent être utilisées à partir de téléphones payants ou de téléphones ordinaires.

Q: A population is the collection of organisms of a particular species within a given geographic area.
A: Une population est l'ensemble des organismes d'une espèce particulière dans une zone géographique donnée.

Q: During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.
A:"," During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger."," Lors des sélections de 1976, il a conseillé Carter en matière de politique étrangère, puis a été conseiller à la sécurité nationale (NSA) de 1977 à 1981, succédant à Henry Kissinger.","Lors des élections de 1976, il a conseillé Carter sur la politique étrangère, puis a servi de conseiller à la sécurité nationale (NSA) de 1977 à 1981, succédant à Henry Kissinger.",76.3929078119389,85.77529023749977
"Q: Volunteering while travelling is a great way to make a difference but it's not just about giving.
A: Le bénévolat en voyage est un excellent moyen de faire une différence, mais il ne s’agit pas seulement de donner.

Q: Army ant colonies march and nest in different phases as well.
A: Les colonies de fourmis de l’armée marchent et nichent également dans différentes phases.

Q: These requirements are designed to provide an organized migratory flow between both countries.
A: Ces exigences visent à assurer un flux migratoire organisé entre les deux pays.

Q: As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.
A:"," As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979."," Pendant son temps au sein de la NSA, il a aidé Carter à résoudre diplomatiquement des questions internationales telles que les accords de Camp David, en 1978, la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970, la révolution iranienne et ses conséquences comme la prise d'otages en Iran, en 1979, et l'invasion des forces soviétiques en Afghanistan, en 1979.","En tant que NSA, il a aidé Carter à gérer diplomatiquement les affaires mondiales, telles que les accords de Camp David, 1978; la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970; la révolution iranienne, qui a conduit à la crise des otages en Iran, 1979; et l'invasion soviétique en Afghanistan, 1979.",49.86517314661376,63.897720890394424
"Q: This theory contradicts the claim that the moon is completely devoid of geologic activity.
A: Cette théorie remet en question l'affirmation selon laquelle la Lune ne connaîtrait absolument aucune activité géologique.

Q: It's compacted snow with crevasses filled in and marked by flags. It can only be traveled by specialized tractors, hauling sleds with fuel and supplies.
A: Il s'agit de neige compactée, avec des crevasses comblées et marquées par des fanions. Il ne peut être parcouru que par des tracteurs spécialisés, tirant des traîneaux transportant carburant et fournitures.

Q: Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.
A: Deux tiers des Vénézuéliens qui travaillent le font dans le secteur des services, près d’un quart dans l’industrie et un cinquième dans l’agriculture.

Q: The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.
A:"," The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories."," Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.","Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les catégories majeures.",81.71297699114277,90.12657021544602
"Q: In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.
A: Dans d'autres cas, seules les personnes résidant hors hébergements touristiques doivent s'enregistrer. Toutefois, la loi est beaucoup plus obscure, donc il conviendra de se renseigner au préalable.

Q: The island was first inhabited by the Taínos and Caribes. The Caribes were an Arawakan-speaking people who had arrived around 10,000 BCE.
A: L’île fut en premier lieu habitée par les Taínos et les Caribes. Ces dernier peuple parlait l'Arawakan ; il serait arrivé environ dix mille ans av. J.-C.

Q: Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.
A: Néanmoins, il existe de nombreuses façons de boire le café dans le monde entier qui valent la peine d'être expérimentées.

Q: Gosling and Stone received nominations for Best Actor and Actress respectively.
A:", Gosling and Stone received nominations for Best Actor and Actress respectively., Golsling et Stone ont respectivement été nominés pour le Meilleur Acteur et la Meilleure Actrice.,Gosling et Stone ont reçu des nominations pour le meilleur acteur et la meilleure actrice respectivement.,16.616655023283982,58.82561075258241
"Q: The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.
A: La civilisation de la vallée de l'Indus est une civilisation de l'âge de bronze du sous-continent indien du nord-ouest, qui englobe la plus grande partie du Pakistan actuel et certaines régions du nord-ouest de l'Inde et du nord-est de l'Afghanistan.

Q: Vision, or the ability to see depends on visual system sensory organs or eyes.
A: La vision, ou la capacité de voir, dépend du système visuel, des organes sensoriels ou des yeux.

Q: Any length of time trapped on a roller coaster would be uncomfortable, to say the least, and it took at least an hour to get the first person off the ride.""
A: Chaque minute passée emprisonné sur des montagnes russes doit être pour le moins désagréable, et il a fallu au moins une heure pour extraire la première personne du manège. »

Q: The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.
A:"," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay."," Parmi les autres nominations figurent celles du meilleur film, du meilleur réalisateur, de la meilleure cinématographie, des meilleurs costumes, du meilleur montage, de la meilleure musique originale, des meilleurs décors, du meilleur montage sonore, du meilleur mixage et du meilleur scénario original.","Les autres nominations incluent Meilleur film, Réalisateur, Cinématographie, Costumes, Montage, Musique originale, Production Design, Montage sonore, Mixage sonore et Scénario original.",15.9412304675086,37.76205825105606
