prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: Shimo hilo huchomwa kwa mawe moto kutoka kwa moto, au katika baadhi ya maeneo nishati ya jua huyafanya maeneo ya ardhi kiasilia kuwa moto.
A: The pit is either heated with hot stones from a fire, or in some places geothermal heat makes areas of ground naturally hot.

Q: Yerusalemu ina sehemu nyingi za kihistoria, akiolojia na kitamaduni, pamoja na vituo vya ununuzi, mahoteli na migahawa mahariri na iliyojaa.
A: Jerusalem has many historic, archeological and cultural sites, along with vibrant and crowded shopping centers, cafés, and restaurants.

Q: Huenda familia zilizo na watoto wadogo zikahitaji matayarisho mengi, lakini siku moja nje inawezekana kwa urahisi hata kukiwa na watoto wachanga na wale walio karibu kwenda shuleni.
A: Families with small children may need more preparations, but a day outdoors is easily possible even with babies and pre-school children.

Q: Utajiri mwingi wa kaburi haupo tena ndani yake, ila umepelekwa katika Jumba la Makumbusho la Misri huko Kairo.
A: The fabulous riches of the tomb are no longer in it, but have been removed to the Egyptian Museum in Cairo.

Q: Kuingia Afrika Kusini kwa gari ni njia ya ajabu ya kuona uzuri wote wa eneo vilevile kufika mahali kusiko katika njia za kawaida za watalii.
A: Entering Southern Africa by car is an amazing way to see all the region's beauty as well as to get to places off the normal tourist routes.

Q: Murray alipoteza seti ya kwanza kwa kuvunjwa kwa usawa baada ya wanaume wote kushikilia kila lishe kwenye seti.
A:", Murray alipoteza seti ya kwanza kwa kuvunjwa kwa usawa baada ya wanaume wote kushikilia kila lishe kwenye seti., Murray lost the first set in a tie break after both men held each and every serve in the set.,Murray lost the first set after the men all held each other's hands on the first set.,23.484426383577816,48.13343317642461,11.0625,10.75,0.298828125
"Q: Enceladus ndicho kitu kinachoakisi zaidi kwenye mfumo wa jua, ikiakisi takribani asilimia 90 ya jua inayoifikia.
A: Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.

Q: Uonaji, au uwezo wa kuona hutegemea viungo vya hisia vya mfumo wa kuona au macho.
A: Vision, or the ability to see depends on visual system sensory organs or eyes.

Q: Kibali cha Angkor kinahitajika ili kuingia katika hekalu kwa hivyo usisahau kubeba pasipoti yako unapoelekea Tonle Sap.
A: The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Tonle Sap.

Q: Baadhi ya buti zina hazama na kuna zana za nyongeza zilizo na hazama kwa hali telezi, zinazofaa kwa viatu na buti nyingi, kwa kisigino au kisigino na wayo.
A: Some boots have studs and there is studded add-on equipment for slippery conditions, suitable for most shoes and boots, for the heels or heels and sole.

Q: Katika wakati wa tuzo, shule za Atlanta zilikuwa zimepata maboresho makubwa ya alama za mtihani.
A: At the time of the award, Atlanta schools had seen a large improvement on test scores.

Q: Del Potro ilikuwa na faida ya mapema katika seti ya pili, lakini hii pia ilihitaji kivunja usawabaada ya kufikia 6-6.
A:"," Del Potro ilikuwa na faida ya mapema katika seti ya pili, lakini hii pia ilihitaji kivunja usawabaada ya kufikia 6-6."," Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.","Del Potro had a good start in the second set, but this also required a break to reach 6-6.",40.12265866479148,55.963329695353195,3.9375,3.84375,0.84765625
"Q: Bidhaa zinaweza kununuliwa zinapotakikana, lakini nyingi zitakuwa na athari ndogo au isiyo halisi kwa utendaji.
A: Products can be purchased as needed, but most will have little or no real impact on performance.

Q: Leonov, anayejulikana pia kama “Mwanaanga Nambari 11”, alikuwa kati ya timu ya kiasili ya Umoja wa Soviet ya wanaanga.
A: Leonov, also known as ""cosmonaut No. 11"", was part of the Soviet Union's original team of cosmonauts.

Q: Hii inachosha sawa na ungekuwa unaamka baada ya kila dakika ishirini au thelathini na kutazama runinga.
A: This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch TV.

Q: Walakini, Charles alienda katika Trinity College, Cambridge mahali alisomea Anthropolojia na Akiolojia, na baadaye Historia, akapokea 2:2 (shahada ya pili kutoka chini).
A: However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).

Q: Ilifuatiwa na Simfoni Okestra ya Jimbo la Istanbul, bendi ya Janissary, na wanamuziki Fatih Erkoç and Müslüm Gürses.
A: It was followed by the Istanbul State Symphony Orchestra, a Janissary band, and the singers Fatih Erkoç and Müslüm Gürses.

Q: Potro alipokea matibabu begani mwake kwa wakati huu lakini akamudu kurejea kwenye mchezo.
A:", Potro alipokea matibabu begani mwake kwa wakati huu lakini akamudu kurejea kwenye mchezo., Potro received treatment to his shoulder at this point but managed to return to the game.,"Potro was treated immediately, but he returned to the game.",15.065171460119576,31.1850116821671,5.625,5.9375,0.59375
"Q: Sheria ya Huduma za Utangazaji huruhusu udhibiti wa maudhui ya Intaneti, hata hivyo ili kuchukuliwa kuwa maudhui ya intaneti, ni lazima yawe kwenye seva.
A: The Broadcasting Services Act provides for the regulation of Internet content, however to be considered Internet content, it must physically reside on a server.

Q: Hangi hutumika mara nyingi kupikia chajio cha mtindo wa kuchoma.
A: The hangi is often used to cook a traditional roast style dinner.

Q: Mawakala wa usafiri wamekuwapo tangu karne ya 19. Kwa kawaida wakala wa usafiri huwa chaguo zuri kwa safari ambayo ni zaidi ya uzoefu wa awali wa msafiri wa maumbile, utamaduni, lugha au nchi za mapato madogo.
A: Travel agencies have been around since the 19th century. A travel agent is usually a good option for a journey which extends beyond a traveller's previous experience of nature, culture, language or low-income countries.

Q: Kwa karne nyingi, watu walijenga matuta kwa umakini katika mandhari yenye mawemawe na mwinuko hadi kwenye majabali yaliyo juu ya bahari.
A: Over the centuries, people have carefully built terraces on the rugged, steep landscape right up to the cliffs that overlook the sea.

Q: Hilo likiwa limesemwa, tarajia kuishiwa na pumzi, na kuwa mwangalifu katika sehemu zenye mwinuko mno, haswa wakati wa unyevunyevu, kwa sababu inaweza kuwa hatari haraka.
A: That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly.

Q: Mpango ulianza saa 2 na dakika 30 jioni saa za ndani (15.00 UTC)
A:", Mpango ulianza saa 2 na dakika 30 jioni saa za ndani (15.00 UTC), The program started at 8:30 p.m. local time (15.00 UTC).,The plan started at 2pm local time (15.00 UTC),32.40674107810284,55.14027550388311,9.5625,6.8125,0.890625
"Q: CafeNet El Sol hutoa huduma ya kuhifadhi kwa ada ya dola 30 za Kimarekani na pasi za siku moja kwa dola 10 za kimarekani; maelezo kwenye ukurasa wao wa Corcovado.
A: CafeNet El Sol offers a reservation service for a fee of US$30, or $10 for one-day passes; details on their Corcovado page.

Q: Katika miezi mitatu iliyopita, mahabusu zaidi ya 80 waliachiliwa kutoka kituo cha Central Booking bila kushtakiwa rasmi.
A: In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.

Q: Jenerali James Ewing angewachukua wanamgambo 700 na kuvuka mto huko Kivukio cha Trenton, kutwaa kwa nguvu daraja iliyoko juu ya Asunpink Creek na kuwazuia wanamgambo wowote adui kutoroka.
A: General James Ewing would take 700 militia across the river at Trenton Ferry, seize the bridge over the Assunpink Creek and prevent any enemy troops from escaping.

Q: Wakati akiwa kwenye mazoezi yake ya matayarisho, Lenz alianguka kutoka kwa baiskeli yake, kisha akagongwa na mwanariadha mwenzake Xavier Zayat.
A: While on his warm-up lap, Lenz fell off his bike, and was then struck by fellow racer Xavier Zayat.

Q: Marekebisho yaliyopendekezwa tayari yalipitia nyumba zote mbili mnamo 2011
A: The proposed amendment already passed both houses in 2011.

Q: Waimbaji maarufu katika nchi waliwasilisha bhajan, au nyimbo za ibada, kwenye miguu ya Shyam.
A:"," Waimbaji maarufu katika nchi waliwasilisha bhajan, au nyimbo za ibada, kwenye miguu ya Shyam."," Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","The famous singer in the country presented his bhajans, or devotional songs, on the feet of Shyam.",36.57264741432417,64.04669095550544,4.25,3.09375,0.796875
"Q: Tiketi nyingi zinazouzwa mtandaoni kupitia tovuti za minada kama eBay au Craiglist ni zilizotumika kidogo za siku nyingi za kutembelea mbuga nyingi.
A: Many tickets sold online through auction websites such as eBay or Craigslist are partially used multi-day park-hopper tickets.

Q: Matembezi ya mchana huhusisha umbali wa chini ya maili hadi umbali zaidi ambao unaweza kufikiwa kwa siku moja.
A: Day hiking involves distances of less than a mile up to longer distances that can be covered in a single day.

Q: Katika baadhi ya garimoshi zinazovuka mipaka ukaguzi hufanywa terni likiwa kwenye mwendo na hivyo unapaswa kuwa na kitambulisho halali unapopanda mojawapo ya treni hizo.
A: In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.

Q: Safari hii ya ndege siyo chaguo la pekee kama unataka kuruka Pasifiki Kusini na pwani ya magharibi ya Marekani Kusini. (tazama chini)
A: This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below)

Q: Ikiwa utatembelea mji wa Greenland wakati wa msimu wa baridi (ukizingatia kuwa jinsi unavyokwenda kaskazini ndivyo inavyozidi kuwa baridi), ni muhimu kuleta mavazi ya kutosha ya joto.
A: If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.

Q: Mwimbaji Sanju Sharma alianzisha jioni, akifuatiwa na Jai Shankar Chaoudhary. Alionyesha chhappan bhog bhajan vilevile. Mwimbaji, Raju Khandewal aliandamana naye.
A:"," Mwimbaji Sanju Sharma alianzisha jioni, akifuatiwa na Jai Shankar Chaoudhary. Alionyesha chhappan bhog bhajan vilevile. Mwimbaji, Raju Khandewal aliandamana naye."," Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Sanju Sharma performed a night prayer, followed by Jai Shankar Chaoudhary. He also sang a chhappan bhog bhajan. Raju Khandewal joined him.",31.937632620710694,48.3011633365958,7.875,6.875,0.5078125
"Q: Wanasayansi huita mchakato huu ""utoaji wa mionzi uliosisimuliwa"" kwani atomu husisimuliwa na mwanga mkali, na kusababisha utoaji wa fotoni ya mwanga, na mwanga ni aina ya mionzi.
A: Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.

Q: Njia ilio rahisi kuanza biashara ya uandishi wa usafiri ni kuonyeshana ujuzi wako kwenye tovuti ya blogu ya usafiri iliyo imara.
A: The easiest way to get started in the business of travel writing is to hone your skills on an established travel blog website.

Q: Mwanamume ambaye alishukiwa kulipua bomu alizuiliwa, baada ya kupata majeraha kutokana na mlipuko.
A: The man suspected of detonating the bomb was detained, after sustaining injuries from the blast.

Q: Maduka makubwa yanazidi kupata seehemu ya chakula kilichotengenezwa tayari. Baadhi ya maduka makuu hutoa tanuri ya miale ya kupasha chakula joto.
A: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.

Q: Hata kwa mashtaka haya, Ma alishinda kimuhimu katika jukwaa akitetea uhusiano wa karibu zaidi na bara la Kichina.
A: Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.

Q: Kisha, Lakkha Singh akachukua uongozi wa uimbaji wa bhajan.
A:"," Kisha, Lakkha Singh akachukua uongozi wa uimbaji wa bhajan."," Then, Lakkha Singh took the lead in singing the bhajans.","Then, Lakkha Singh took over as the lead singer of the bhajan group.",34.22803488747218,63.88999308715662,2.9375,1.84375,0.96875
"Q: Katika mwaka wa 2010, benki ya sasa ya mtaa wa juu Northern Bank plc ilitenganishwa na ‘benki mbaya’, Northern Rock (Usimamizi wa Mali).
A: In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).

Q: ""Itakuwa na tabia kama za maji. Ni wazi kama vile maji yalivyo.
A: ""It's going to behave like water. It's transparent just the way water is.

Q: Ni mashirika machache tu ya ndege ambayo bado hutoa nauli ya kufiwa, ambayo hupunguza kidogo gharama ya kusafiri kwa mazishi dakika ya mwisho.
A: Only a few airlines still offer bereavement fares, which slightly discount the cost of last-minute funeral travel.

Q: Katika ripoti yake ya kila mwezi ya hivi karibuni, Shirika la Nchi Zinazosafirisha nje Petroli ilisema mauzo ya nje ya ghafi yamepungua sana kwa miongo miwili kwa mapipa milioni 2.8 kwa siku.
A: In its most recent monthly report, OPEC said exports of crude had fallen to their lowest level for two decades at 2.8 million barrels per day.

Q: Wakati unaweza kusikia neno hilo likitumiwa na Wenyeji wa Grinilandi, wageni wanapaswa kuepuka kulitumia.
A: While you may hear the word used by Greenlandic Natives, its use should be avoided by foreigners.

Q: Sahani 108 za Chhappan Bhog (katika Uhindi, vyakula 56 vya aina tofauti tofauti, kama vile peremende, matunda, karanga, na kadhalika ambazo hutozwa kwa miungu) zilipeanwa kwa Baba Shyam.
A:"," Sahani 108 za Chhappan Bhog (katika Uhindi, vyakula 56 vya aina tofauti tofauti, kama vile peremende, matunda, karanga, na kadhalika ambazo hutozwa kwa miungu) zilipeanwa kwa Baba Shyam."," 108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam.","108 dishes of Chhappan Bhog (in Hindi, 56 different types of food, such as rice, vegetables, beans, etc. which are offered to the Lord).",29.284172390792122,46.83817057682641,8.3125,8.875,0.56640625
"Q: Kunywa vinywaji vyenye pombe kwa kiasi tu. Pombe inaathiri kila mtu kwa njia tofauti, na kujua kiwango chako ni muhimu sana.
A: Drink alcoholic drinks with moderation. Alcohol affects everyone differently, and knowing your limit is very important.

Q: Alisema, ""Hakuna busara ya kupendekeza kuwa shambulio linatarajiwa kabisa.
A: She said, ""There is no intelligence to suggest that an attack is expected imminently.

Q: Alikuwa akikaa kwenye hoteli ya timu mbele ya mechi iliyopangiwa Jumapili dhidi ya Bolania.
A: He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.

Q: Mataifa mengi mazima huzungumza Kiingereza kwa ufasaha kabisa, na kwa hata mengine mengi unaweza kutarajia ufahamu mdogo - hasa miongoni mwa watu wenye umri mdogo.
A: Many entire nations are completely fluent in English, and in even more you can expect a limited knowledge - especially among younger people.

Q: Ubaya wa lenzi za kupanua au kupunguza mwonekano ni kwamba utata wa kiangalifu na idadi ya elementi za lenzi zinazohitajika kufikia urefu wa kiangalifu ni kubwa zaidi kuliko za lenzi kuu.
A: The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.

Q: Lakkha Singh aliwasilisha chhappan bhog bhajan vile vile. Mwimbaji, Raju Khandelwal aliandamana naye.
A:"," Lakkha Singh aliwasilisha chhappan bhog bhajan vile vile. Mwimbaji, Raju Khandelwal aliandamana naye."," Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Lakkha Singh presented a chhappan bhog bhajan. The singer, Raju Khandelwal joined him.",46.40630300331433,62.77126735316898,4.125,6.125,0.88671875
"Q: Hadi sasa, AOL imeweza kusongesha na kuendeleza soko la IM kwa kasi yake mwenyewe, kwa sababu ya matumizi yake yaliyoenea ndani ya Merika.
A: Until now, AOL has been able to move and develop the IM market at its own pace, due to its widespread use within the United States.

Q: Kuingia Afrika Kusini kwa gari ni njia ya ajabu ya kuona uzuri wote wa eneo vilevile kufika mahali kusiko katika njia za kawaida za watalii.
A: Entering Southern Africa by car is an amazing way to see all the region's beauty as well as to get to places off the normal tourist routes.

Q: Hata jangwa lililo na joto zaidi linaweza likawa baridi sana usiku. Hipothemia ni hatari halisi bila mavazi ya joto.
A: Even the hottest of deserts can become extremely cold at night. Hypothermia is a real risk without warm clothing.

Q: Mnamo Aprili mwaka huu, amri ya kuzuia kwa mda ilitolewa na Jaji Glynn dhidi ya kituo hicho kutekeleza kuachiliwa kwa wale waliofungiwa kwa zaidi ya saa 24 baada ya kuchukuliwa kwao ambao kesi zao hazikusikilizwa na na kamishna wa korti.
A: In April this year, a temporary restaining order was issued by Judge Glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner.

Q: Kama vile shida za kupumua katika hali baridi za hewa, shida za mara katika hali joto za hewa ni kawaida kiasi, na katika hali nyingi hukera wazi lakini si hatari kwa kweli.
A: As with respiratory problems in colder climates, intestinal problems in hot climates are fairly common and in most cases are distinctly annoying but not really dangerous.

Q: Katika uwasilishaji mkuu wa Onyesho la Mchezo la Tokyo Alhamisi, Rais wa Nintendo Satoru Iwata alizindua muundo wa kidhibiti cha kiweko kipya cha kampuni hiyo cha Nintendo Revolution.
A:"," Katika uwasilishaji mkuu wa Onyesho la Mchezo la Tokyo Alhamisi, Rais wa Nintendo Satoru Iwata alizindua muundo wa kidhibiti cha kiweko kipya cha kampuni hiyo cha Nintendo Revolution."," At Thursday's keynote presentation of the Tokyo Game Show, Nintendo president Satoru Iwata unveiled the controller design for the company's new Nintendo Revolution console.","At the main Nintendo Direct presentation on Friday, Nintendo president Satoru Iwata announced the company's new controller design for the Nintendo Revolution.",36.46543093478251,61.92323909299979,5.5625,4.625,0.4609375
"Q: Spika wa Nyumba wa zamani wa Marekani Newt Gingrich alikuwa wa pili kwa asilimia 32.
A: Former U.S. Speaker of the House Newt Gingrich came in second with 32 percent.

Q: Ufunguzi wa vilango uliruhusu kuachiliwa kwa shinikizo kwa mfumo na mafuta yalitiririka kwenye pedi hadi kwenye tangi ambalo linaweza kubeba mapipa 55,000 (galoni milioni 2.3).
A: The valves opening allowed a pressure release for the system and oil flowed on a pad to a tank that can hold 55,000 barrels (2.3 million gallons).

Q: Ziara huwa bei nafuu kwa vikundi vikubwa, kwa hivyo kama uko peke yako au na rafiki mmoja tu, jaribu kukutana na watu wengine na kuunda kikundi cha watu wanne hadi sita kwa bei bora kwa mtu mmoja.
A: Tours are cheaper for larger groups, so if you're by yourself or with just one friend, try to meet other people and form a group of four to six for a better per-person rate.

Q: Inaonekana kweli kuwa njia zaidi ya kuwadanganya watu kuamini wanapaswa kulipa zaidi
A: It seems actually to be more a way of tricking people into believing they have to pay more.

Q: Usafirishaji wa joto uliofikia inchi 6.34 kwenye geji katika Oahu, ulielezewa kuwa na “ faida”.
A: The precipitation, reaching 6.34 inches at a gauge on Oahu, was described as ""beneficial"".

Q: Ifananayo na rimoti ya runinga, kidhibiti hutumia sensa mbili zilizowekwa karibu na runinga ya mtumiaji ili kupata nafasi yake katika sehemu ya pande tatu.
A:"," Ifananayo na rimoti ya runinga, kidhibiti hutumia sensa mbili zilizowekwa karibu na runinga ya mtumiaji ili kupata nafasi yake katika sehemu ya pande tatu."," Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.","If you have a remote control, the controller uses two sensors placed close to the TV to determine its position in the three-part screen.",29.74775562836804,49.00532323435877,6.75,4.25,0.68359375
"Q: Ziara katika eneo hilo inaweza kujumuishwa kwa urahisi na safari ya ziwa katika boti.
A: A visit to the site can be conveniently combined with a boat trip to the lake.

Q: Ikiwa utatembelea mji wa Greenland wakati wa msimu wa baridi (ukizingatia kuwa jinsi unavyokwenda kaskazini ndivyo inavyozidi kuwa baridi), ni muhimu kuleta mavazi ya kutosha ya joto.
A: If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.

Q: Kupiga kambi kwenye gari kunawezekana kama una minivani, SUV, Sedan au Stesheni Wagon lenye viti ambavyo vinaweza kulazwa.
A: Car camping is possible if you have a large minivan, SUV, Sedan or Station Wagon with seats that lay down.

Q: Mnamo 1957 Luxembourg ikawa memba mwanzilishi wa shirika ambalo leo linajulikana kama Umoja wa Ulaya.
A: In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.

Q: Dhoruba hizi za ajabu zina upepo wa hadi kilomita 480 kwa saa (mita 133 kwa sekunde; maili 300 kwa saa).
A: These monster storms have winds up to 480 km/h (133 m/s; 300 mph).

Q: Hii itawaruhusu wachezaji kudhibiti machaguo na misogeo katika michezo ya video kwa kusogeza kifaa hewani.
A:", Hii itawaruhusu wachezaji kudhibiti machaguo na misogeo katika michezo ya video kwa kusogeza kifaa hewani., This will allow players to control actions and movements in video games by moving the device through the air.,This would allow players to control the camera and the camera angles in video games by moving the device in the air.,40.76128826387552,65.124422597776,3.46875,2.671875,0.435546875
"Q: Katika baadhi ya garimoshi zinazovuka mipaka ukaguzi hufanywa terni likiwa kwenye mwendo na hivyo unapaswa kuwa na kitambulisho halali unapopanda mojawapo ya treni hizo.
A: In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.

Q: Sirena ndicho kituo pekee cha walinzi ambacho hutoa malazi ya bweni na vyakula moto pamoja na kambi. La Leona, San Pedrillo, na Los Patos hutoa kambi bila huduma ya chakula.
A: Sirena is the only ranger station that offers dormitory lodging and hot meals in addition to camping. La Leona, San Pedrillo, and Los Patos offer only camping with no food service.

Q: Ingawa mashirika mengi ya uwakala yako tayari kufanya uhifadhi mwingi wa kawaida, mawakala wengi hushughulika na aina maalum za usafiri, masafa ya bajeti au mahali pa kwenda.
A: Although most agencies are willing to take on most regular bookings, many agents specialise in particular types of travel, budget ranges or destinations.

Q: Kuna wasiwasi kuwa wagonjwa wanaweza kuendelea kuambukiza watu wengi kwa kuendelea na shughuli zao za kila siku kama dalili za homa hiyo zitabaki kuwa pole.
A: There is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild.

Q: Kiamsha kinywa kinaweza kujumuisha faraha za misimuwa kutoka katika eneo au mlo maalum ya mwenyeji.
A: Breakfast may include seasonal delights of the region or the host's speciality dish.

Q: Giancarlo Fisichella alishindwa kudhibiti gari lake na kulazimika kutamatisha mashindano muda mfupi baada ya kuanza.
A:", Giancarlo Fisichella alishindwa kudhibiti gari lake na kulazimika kutamatisha mashindano muda mfupi baada ya kuanza., Giancarlo Fisichella lost control of his car and ended the race very soon after the start.,Giancarlo Fisichella was driving his car and had to retire from the race after just a few laps because of a technical problem.,27.457624862096807,44.01388669577979,6.09375,5.90625,-0.00732421875
"Q: Picha inayofuata inaonyesha atomu zikitoa fotoni. Kwa hakika, katika hali halisi fotoni ni ndogo zaidi kuliko zile zilizo kwenye picha.
A: The next picture shows the atoms emitting photons. Of course, in reality photons are a lot smaller than those in the picture.

Q: Usaidizi wa kwanza wa usiku wa Ovechkin ulikuwa kwenye bao la ushindina mgeni Nicklas Backstrom;
A: Ovechkin's first assist of the night was on the game-winning goal by rookie Nicklas Backstrom;

Q: Binadamu wamekuwa wakitengeneza na kutumia lenzi za kukuza kwa maelfu na maelfu ya miaka.
A: Humans have been making and using lenses for magnification for thousands and thousands of years.

Q: Kulingana na Fray Bartolomé de las Casas (Tratado de las Indias) kati ya 1492 na 1498 washindi wa Kispanya waliwaua takribani Wataino 100,000.
A: Based on Fray Bartolomé de las Casas (Tratado de las Indias) between 1492 and 1498 the Spanish conquerors killed around 100,000 Taínos.

Q: Ingawa hii ni shughuli ya kawaida sana, imekatazwa na Disney: tiketi haziwezi kuhamishwa.
A: While this is a very common activity, it is prohibited by Disney: the tickets are non-transferable.

Q: Mwanatimu mwenzake Fernando Alonso alikuwa akiongoza kwa wingi wa mbio hizo, lakini aliumaliza mara tu baada ya kusimama kwa matengenezo, labda kwa sababu ya gurudumu la kulia la mbele kushonwa vibaya.
A:"," Mwanatimu mwenzake Fernando Alonso alikuwa akiongoza kwa wingi wa mbio hizo, lakini aliumaliza mara tu baada ya kusimama kwa matengenezo, labda kwa sababu ya gurudumu la kulia la mbele kushonwa vibaya."," His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel.","His teammate Fernando Alonso was leading the race for the most laps, but he finished only after a pit stop, perhaps because the left front wheel was badly damaged.",23.477709425648833,49.663324035446635,4.90625,5.28125,0.86328125
"Q: Kimbunga hicho kinakadiriwa kusonga kuelekea Uchina kwa kasi ya kilomita kumi na moja kwa saa.
A: The typhoon is estimated to be moving toward China at eleven kph.

Q: Kuna pango ndogo karibu na juu ambalo lazima lipitwe, liko chini kabisa na la kubana sana.
A: There's a tiny cave near the top that must be passed through, it is quite low and a rather tight squeeze.

Q: Sanskrit ni lugha tata na tajiri sana, ambayo imekuwa chanzo cha lugha nyingi za kisasa za Kihindi, kama vile Kilatini ilivyo chanzo cha lugha za Kizungu kama vile Kifaransa na Kispanya.
A: Sanskrit is a very complex and rich language, which has served to be the source for many modern Indian languages, just like Latin is the source for European languages like French and Spanish.

Q: Ikiwa unapanga kukaa kambini, beba kitanda kidogo cha kambini au kitanda cha bembea ili ujiepushe na nyoka, nge na vitu kama hivyo.
A: If you are going to camp out, bring a camp cot or hammock to keep you away from snakes, scorpions and such.

Q: Angalia ni safari zipi ambazo wakala anapendekeza, iwe kwenye tovuti au kwenye dirisha la duka.
A: Take a look at what trips the agent is promoting, whether on a website or in a shop window.

Q: Michael Schumacher alimaliza mbio zake muda mfupi baada ya Alonso, kwa sababu ya uharibifu wa mfumo wa kusimamisha gari, uliosababishwa na mapambano kadhaa wakati wa mbio hizo.
A:"," Michael Schumacher alimaliza mbio zake muda mfupi baada ya Alonso, kwa sababu ya uharibifu wa mfumo wa kusimamisha gari, uliosababishwa na mapambano kadhaa wakati wa mbio hizo."," Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.","Michael Schumacher finished the race after Alonso, because of the damage to the car's suspension system, which was caused by several collisions during the race.",30.086562948554782,58.19080666722031,3.53125,4.28125,0.76953125
"Q: Kuna mikahawa kadhaa inayozunguka bustani, na katika nyakati za adhuhuri na jioni maonyesho ya bure hufanywa huko katika gazebo iliyo katikati.
A: There are a number of restaurants surrounding the garden, and in the afternoons and evening there free concerts are often given from the central gazebo.

Q: Baadhi ya nchi zina adhabu za kibabe zaidi hata kwa makosa ya kwanza; hizi zinaweza kuhusisha kufungwa jela kwa zaidi ya miaka 10 ama kifo.
A: Some countries have exceedingly draconian punishments even for first time offenses; these can include prison sentences of over 10 years or death.

Q: Kwa kifupi, kutumia gari lako ni njia mwafaka ya safari za barabarani lakini nadra kwa gari lenyewe kuwa njia ya “kupiga kambi”.
A: In short, using your car is a great way to take a road trip but seldom in itself a way to ""camp"".

Q: Kurusha kidege-roboti karibu na uwanja wa ndege juu ya umati wa watu ni wazo mbaya karibu kila wakati, hata kama si haramu katika eneo lako.
A: Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.

Q: Kwa wale wasioelewa lugha ya kimatibabu, jina maambukuzi na kuambukizwa yana maana tofauti.
A: For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.

Q: ""Ni mrembo sana na huimba vizuri sana, pia"", alisema kulingana na manukuu ya kongamano la habari.
A:"," ""Ni mrembo sana na huimba vizuri sana, pia"", alisema kulingana na manukuu ya kongamano la habari."," ""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","""She's a very good singer and dancer, too,"" said the reporter.",12.186500492696638,25.115953595787467,9.9375,7.84375,-0.0103759765625
