prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang
"Translate the following sentence from English to Hindi:
Q: Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
A:","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.","दिशा के अनुसार, दिशा के अनुसार, दिशा के अनुसार, दिशा के अनुसार, दिशा के अनुसार, दिशा के अनुसार, दिशा के अन",5.90200461212589,0.26619152688234843,20.375,24.0,mag_Deva
"Translate the following sentence from English to Hindi:
Q: The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।","फेफड़ों की रचना दिखाती है कि उन्हें नहीं बाहर चलने के लिए लागू किया गया था, लेकिन उन्हें तापमान के लिए",16.799522744958423,1.0871614333013082,24.125,25.0,hin_Deva
"Translate the following sentence from English to Hindi:
Q: The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।","राष्ट्रीय अध्यक्ष ने कहा कि, यह एक बड़े दिशा वाला जन्मदिनी दिशा वाला जन्मदिनी दिशा वाला जन्मदिनी दिशा",11.413986586212086,2.216693807084466,25.0,24.625,hin_Deva
"Translate the following sentence from English to Hindi:
Q: A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.
A:","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.",एक बाजू में गजांटेपर जिले में टेलीविजन अंकित करने वाली एक बाजू के बाद एक बाजू गजांटेपर के अंकित बाजू,10.618418344864114,1.5806652773753331,24.25,22.75,hin_Deva
"Translate the following sentence from English to Hindi:
Q: The governor's office said nineteen of the injured were police officers.
A:",The governor's office said nineteen of the injured were police officers.,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,गवर्नर के अस्पताल में उनके जन्म के बाद 19 व्यक्ति जीविए।,12.011275672031783,2.6490337110357864,22.5,23.75,hin_Deva
"Translate the following sentence from English to Hindi:
Q: Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.
A:",Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,"अपील के अनुसार, एक अलग-अलग दानेश (ISIL) नेता का अनुरोध है कि यह खतरा है कि यह खतरा है कि यह खतरा है कि यह खत",10.467034651532037,2.865096034594708,20.875,21.625,hin_Deva
"Translate the following sentence from English to Hindi:
Q: They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.
A:","They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।",वे दिखाएं और सूर्य के विभिन्न विशेष विधियों के लिए उनकी विशेषताएं ज्ञात करने के लिए उनकी विशेषताएं उनकी,11.51835954180523,0.8202442636494932,20.875,24.375,hin_Deva
"Translate the following sentence from English to Hindi:
Q: The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.
A:","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,","लैमिनेशन और रोशियों का उपयोग एक चित्रकेंद्र के रूप में ज्ञात किया जाता है, जो वायु के चालकता के लिए रोशिय",24.094218445007996,9.132316908556742,18.0,22.25,hin_Deva
"Translate the following sentence from English to Hindi:
Q: The smaller the Rossby number, the less active the star with respect to magnetic reversals.
A:","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","रॉस्बी संख्या जितनी छोटी होगी, चुंबकीय उत्क्रमण के संबंध में तारा उतना ही कम सक्रिय होगा.",रोस्सबर्न नंबर कम होने से ग्रह के संतुलन के बारे में अधिकतम रोशनी के बारे में अधिकतम रोशनी के बारे में अधिकतम र,13.063191215852996,1.9626728448746968,16.125,19.0,hin_Deva
"Translate the following sentence from English to Hindi:
Q: During his trip, Iwasaki ran into trouble on many occasions.
A:","During his trip, Iwasaki ran into trouble on many occasions.","अपनी यात्रा के दौरान, इवासाकी कई मौकों पर परेशानियों में फंस गया था.",इसके दौरान इसके बाद इसके बाद इसके बाद इसके बाद इसके बाद इसके बाद इसके बाद इसके बाद इसके बाद इसके ब,9.665929573608393,1.727223799216787,20.875,22.5,hin_Deva
"Translate the following sentence from English to Hindi:
Q: He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.
A:","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","उसे समुद्री डाकुओं ने लूटा था, तिब्बत में पागल कुत्ते ने हमला किया, नेपाल में शादी से भाग निकला और भारत में गिरफ्तार कर लिया गया।","वह बिहार में एक राइब्ड दोस्त के बीच बेहतर बातें करता था, और उसे बिहार में एक राइब्ड दोस्त के बीच बेहतर ब",13.948037404691128,2.859888641641619,24.25,24.5,hin_Deva
