prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline
"Translate the following sentence from Russian to English:
Q: Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.
A:","Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.","We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","We are in agreement with the USOC statement that the interests of our athletes, clubs, and sports are better served by reforming our organization than by cancelling our accreditation.",53.36559492274884,30.3029588675874,1.5078125,2.328125
"Translate the following sentence from Russian to English:
Q: USA Gymnastics поддерживает независимое расследование, которое бы могло пролить свет на то, каким образом насилие в таких масштабах, столь храбро описанных выжившими жертвами Ларри Наскара, могло продолжаться незамеченным так долго, и поддерживает все необходимые и уместные в данном случае изменения.
A:","USA Gymnastics поддерживает независимое расследование, которое бы могло пролить свет на то, каким образом насилие в таких масштабах, столь храбро описанных выжившими жертвами Ларри Наскара, могло продолжаться незамеченным так долго, и поддерживает все необходимые и уместные в данном случае изменения.",USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,"USA Gymnastics supports an independent investigation that would shine light on how such violence could continue for so long, and supports all necessary and appropriate changes.",52.31963195668127,28.41403203731974,7.09375,5.71875
"Translate the following sentence from Russian to English:
Q: Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.
A:","Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The United States Olympic Committee and the United States Olympic Committee have the same goal — to make gymnastics and other sports as safe as possible for athletes so that they can strive for their goals in a safe, positive environment and have all the rights.",55.82483287667355,31.794829599676433,4.9375,5.09375
"Translate the following sentence from Russian to English:
Q: В 1960-х гг. Бжезинский занимал должность советника при Джоне Ф. Кеннеди, затем в администрации Линдона Б. Джонсона.
A:","В 1960-х гг. Бжезинский занимал должность советника при Джоне Ф. Кеннеди, затем в администрации Линдона Б. Джонсона.","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","In the 1960s, Bzhedinsky held the position of Soviet representative at the John F. Kennedy administration, then he was the head of the administration of L. B. Johnson.",43.29079986960604,11.763453574445549,7.84375,11.0625
"Translate the following sentence from Russian to English:
Q: Во время выборов 1976 года он консультировал Картера по вопросам внешней политики. Затем с 1977 по 1981 год он работал советником по национальной безопасности, сменив на этом посту Генри Киссинджера.
A:","Во время выборов 1976 года он консультировал Картера по вопросам внешней политики. Затем с 1977 по 1981 год он работал советником по национальной безопасности, сменив на этом посту Генри Киссинджера.","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","During the 1976 presidential election, he advised Carter on foreign policy issues. Then from 1977 to 1981 he was a national security advisor, replacing Henry Kissinger.",62.40336721692449,30.66723681478952,0.85546875,0.8359375
"Translate the following sentence from Russian to English:
Q: Будучи советником по нацбезопасности, он помогал Картеру в мировой дипломатии, например, в заключении Кэмп-Дэвидских соглашений 1978 года, нормализации американо-китайских отношений в конце 1970-х годов, выработке политики в отношении Иранской революции, приведшей к кризису с заложниками в 1979 г., и вторжении СССР в Афганистан в 1979 году.
A:","Будучи советником по нацбезопасности, он помогал Картеру в мировой дипломатии, например, в заключении Кэмп-Дэвидских соглашений 1978 года, нормализации американо-китайских отношений в конце 1970-х годов, выработке политики в отношении Иранской революции, приведшей к кризису с заложниками в 1979 г., и вторжении СССР в Афганистан в 1979 году.","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","He was a Soviet diplomat who helped Carter in international diplomacy, for example, in the conclusion of Camp David agreements in 1978, normalization of American-Chinese relations in the late 1970s, the formulation of policy in the Iran crisis in 1979, and the Soviet invasion of Afghanistan in 1979.",42.117648729637544,12.416948768471668,8.875,8.875
"Translate the following sentence from Russian to English:
Q: Этот фильм с участием Райана Гослинга и Эммы Стоун получил номинации во всех главных категориях.
A:",Этот фильм с участием Райана Гослинга и Эммы Стоун получил номинации во всех главных категориях.,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",This film with the participation of Ryan Gosling and Emma Stone received nominations in all main categories.,64.94593444032564,42.30696481376531,2.34375,2.640625
"Translate the following sentence from Russian to English:
Q: Гослинг и Стоун получили номинации на лучшего актера и актрису соответственно.
A:",Гослинг и Стоун получили номинации на лучшего актера и актрису соответственно.,Gosling and Stone received nominations for Best Actor and Actress respectively.,The award for best actor and actress went to Goslind and Stone.,30.552239613854226,6.2915855898775845,8.8125,9.6875
"Translate the following sentence from Russian to English:
Q: Среди других номинаций: ""Лучшая картина"", ""Режиссёр"", ""Операторская работа"", ""Дизайн костюмов"", ""Монтаж фильма"", ""Оригинальная музыка"", ""Художник-постановщик"", ""Звуковой монтаж"", ""Звук"" и ""Оригинальный сценарий"".
A:","Среди других номинаций: ""Лучшая картина"", ""Режиссёр"", ""Операторская работа"", ""Дизайн костюмов"", ""Монтаж фильма"", ""Оригинальная музыка"", ""Художник-постановщик"", ""Звуковой монтаж"", ""Звук"" и ""Оригинальный сценарий"".","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","Among other nominations: ""Best Picture"", ""Director"", ""Camera Operator"", ""Costume Design"", ""Sound Editing"", ""Original Score"", ""Art Direction"", ""Sound Mixing"", ""Original Story"".",44.83677121832205,4.495422746118587,3.40625,4.8125
"Translate the following sentence from Russian to English:
Q: Две песни из фильма — Audition (The Fools Who Dream) и City of Stars, попали в номинацию лучшая авторская песня. Студия Lionsgate попала в 26 номинаций — больше, чем любая другая студия.
A:","Две песни из фильма — Audition (The Fools Who Dream) и City of Stars, попали в номинацию лучшая авторская песня. Студия Lionsgate попала в 26 номинаций — больше, чем любая другая студия.","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Two songs from the film — Audition (The Fools Who Dream) and City of Stars, were nominated for the best song award. The studio Lionsgate was nominated for 26 awards — more than any other studio.",64.9459311562937,49.43974160857122,2.15625,2.640625
"Translate the following sentence from Russian to English:
Q: Поздно вечером в воскресенье президент США Дональд Трамп через пресс-секретаря заявил, что войска США покинут Сирию.
A:","Поздно вечером в воскресенье президент США Дональд Трамп через пресс-секретаря заявил, что войска США покинут Сирию.","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","Late in the evening on Sunday, the president of the United States Donald Trump through the press secretary announced that the US forces will leave Syria.",53.50726108595014,22.901776347040876,2.59375,2.765625
"Translate the following sentence from Russian to English:
Q: Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.
A:","Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,The statement was made after the Trump had a phone conversation with the president of Turkey Recep Tayyip Erdogan.,68.56000046164837,37.58073513458153,2.078125,2.5625
"Translate the following sentence from Russian to English:
Q: Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.
A:","Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","Besides, Turkey will play a leading role in the issue of the return of the captured terrorists of the Islamic State, which European countries have not agreed to return them home.",31.460026752269922,3.0518478495190844,5.75,5.375
"Translate the following sentence from Russian to English:
Q: Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.
A:","Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","This is not only confirms, at least, that, at least, some dinosaurs had feathers, which is already widely accepted theory, but also provides details that usually cannot be obtained from the remains of the bones, such as color and three-dimensional structure.",64.97890846806834,35.1582979105428,4.75,4.875
"Translate the following sentence from Russian to English:
Q: Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.
A:","Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.",. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,"The scientists say that this animal's feathers were chestnut brown above and pale brown below, or it had a carotenoid pigmentation.",41.511208910776226,16.844218646481487,3.53125,4.125
"Translate the following sentence from Russian to English:
Q: Находка также позволяет ознакомиться с эволюцией перьев у птиц.
A:",Находка также позволяет ознакомиться с эволюцией перьев у птиц.,The find also grants insight into the evolution of feathers in birds.,The discovery also allows you to learn about the evolution of feathers in birds.,56.10207186705637,47.364158261679506,3.4375,2.875
"Translate the following sentence from Russian to English:
Q: Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.
A:","Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Because the feathers of dinosaurs lack a well-developed bone called a rachis, which is usually called a backbone, researchers came to the conclusion that the rachis, rather than the backbone, is the most likely to have evolved later on.",40.93737398183894,19.33209020531995,10.9375,9.9375
"Translate the following sentence from Russian to English:
Q: Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.
A:","Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of the feathers makes us think that they were not used for flight, but rather for regulating temperature and displaying. Researchers suggested that although this is the tail of a young dinosaur, but in the specimen there is an adult feather, and not a chick's feather.",63.41277163533279,36.11785428261441,3.484375,3.8125
"Translate the following sentence from Russian to English:
Q: Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.
A:","Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Scientists suggested that, despite the fact that this is the tail of a young dinosaur, this specimen has adult hair, not a baby's hair.",50.07345124464139,40.15453155062752,5.84375,6.0625
"Translate the following sentence from Russian to English:
Q: Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.
A:","Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","Yesterday, a car was blown up near the main police station in Gaziantep (Turkey). As a result, 2 police officers were killed and more than 20 people were injured.",43.656503132379825,14.586260227497373,1.984375,2.234375
"Translate the following sentence from Russian to English:
Q: Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.
A:","Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.",The governor's office said nineteen of the injured were police officers.,The governor's office informed that 19 of the wounded were police officers.,65.14805114665504,53.09354663044073,3.125,2.90625
"Translate the following sentence from Russian to English:
Q: Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).
A:","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).",Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police said that the suspect in the attack was a member of the Islamic State (IS).,32.00171737960515,5.927827416165384,2.65625,4.03125
"Translate the following sentence from Russian to English:
Q: Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.
A:","Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.","They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","They found that the Sun works the same way as other stars: it was determined that the Sun's activity is determined by its brightness, rotation and nothing else.",41.895494414034324,15.214486191645882,4.375,4.09375
"Translate the following sentence from Russian to English:
Q: Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.
A:","Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","The total amount of light and rotation is used to determine the number of Rossby stars, which is connected with the flow of plasma.",46.49707859816512,11.822491766244644,4.8125,6.75
"Translate the following sentence from Russian to English:
Q: Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.
A:","Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The less the number of Rosbys, the less active the star with respect to the magnetic field inversion.",62.98087057681686,40.41530056106737,5.0,6.03125
"Translate the following sentence from Russian to English:
Q: Ивасаки часто попадал в неприятные ситуации во время путешествия.
A:",Ивасаки часто попадал в неприятные ситуации во время путешествия.,"During his trip, Iwasaki ran into trouble on many occasions.",Ivasaki often got into trouble during his travels.,37.46783092851739,6.94204756817975,3.140625,3.4375
"Translate the following sentence from Russian to English:
Q: Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.
A:","Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","He was robbed by pirates, attacked by a rabid dog in Tibet, escaped from a wedding in Nepal and was arrested in India.",81.89254338248998,69.2397982416831,1.7109375,0.8828125
"Translate the following sentence from Russian to English:
Q: Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.
A:",Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The standard 802.11n works on both frequencies – 2.4 GHz and 5.0 GHz.,49.83460816350607,18.678521055083284,0.640625,1.109375
"Translate the following sentence from Russian to English:
Q: Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.
A:","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.","This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","This will ensure compatibility with 802.11a, 802.11b and 802.11g, provided that the base station has a dual receiver.",68.45193341752221,64.55610391136665,1.5859375,2.15625
"Translate the following sentence from Russian to English:
Q: Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.
A:","Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.",The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,The speed of 802.11n is much faster than its predecessors with a maximum theoretical data rate of 600 Mbps.,58.037434207454005,40.51021478299045,0.71484375,1.046875
"Translate the following sentence from Russian to English:
Q: Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.
A:","Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.","Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Дюваль, who is married and has two children, did not make a big impression on Miller, who was told this story.",55.92914252315424,37.030468338190616,5.59375,5.6875
