prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang,commet_baseline
"Translate the following sentence from English to Portuguese:
Q: USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.
A:",USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,"A equipe de ginástica norte-americana apoia uma investigação independente que possa esclarecer como um abuso da proporção que foi relatada tão corajosamente pelo sobrevivente, Larry Nassar, pôde acontecer sem que ninguém notasse, e defende qualquer mudança que for necessária e apropriada.",A USA Gymnastics apoia uma investigação independente que pode lançar luz sobre como a abusos da proporção descrita com tanta coragem pelas sobreviventes de Larry Nassar poderiam ter passado despercebidos por tanto tempo e abraça quaisquer mudanças necessárias e apropriadas.,42.39876823620835,13.515195277210609,6.125,5.4375,por_Latn,0.88671875
"Translate the following sentence from English to Portuguese:
Q: USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.
A:","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","A equipe de ginástica norte-americana e o USOC têm o mesmo objetivo — tornar a ginástica e qualquer outro esporte o mais seguro possível para que os atletas possam ir atrás dos seus sonhos em um ambiente de respeito, saudável e positivo.","A USA Gymnastics e a USOC têm o mesmo objetivo - tornar o esporte de ginástica, e outros, o mais seguro possível para os atletas seguirem seus sonhos em um ambiente seguro, positivo e empoderado.",54.15347084348395,30.50087850646795,1.6484375,1.9453125,por_Latn,0.984375
"Translate the following sentence from English to Portuguese:
Q: Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.
A:","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","Através dos anos 60, Brzezinski trabalhou para John F. Kennedy e seu assessor e, depois, para a administração Lyndon B. Johnson.","Durante os anos 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e depois para a administração de Lyndon B. Johnson.",68.49311707918635,50.43867395465187,2.25,3.234375,por_Latn,1.0234375
"Translate the following sentence from English to Portuguese:
Q: During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.
A:","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Durante as eleições de 1976, ele aconselhou Carter sobre política externa, depois serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, como sucessor de Henry Kissinger.","Durante as seleções de 1976, ele aconselhou Carter sobre política externa, então serviu como assessor de segurança nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.",72.38405408130481,51.14596320758064,3.875,5.46875,por_Latn,0.87109375
"Translate the following sentence from English to Portuguese:
Q: As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.
A:","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","Como membro da NSA, ele ajudou Carter na condução de assuntos diplomáticos mundiais, como o Acordo de Camp David, em 1978; a normalização das relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns em 1979; e a invasão soviética no Afeganistão, em 1979.","Como NSA, ele ajudou Carter a lidar com as relações internacionais, como os Acordos de Camp David, 1978; normalizar as relações EUA-China na década de 1970; a Revolução Iraniana, que levou à crise dos reféns do Irã, 1979; e a invasão soviética do Afeganistão, 1979.",63.781338976904614,48.904951395100284,3.171875,3.5,por_Latn,0.91015625
"Translate the following sentence from English to Portuguese:
Q: The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.
A:","The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as categorias principais.","O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as categorias principais.",100.0,100.00000000000004,0.40625,0.390625,por_Latn,1.03125
"Translate the following sentence from English to Portuguese:
Q: Gosling and Stone received nominations for Best Actor and Actress respectively.
A:",Gosling and Stone received nominations for Best Actor and Actress respectively.,"Gosling e Stone foram contemplados com indicações para, respectivamente, Melhor Ator e Atriz.","Gosling e Stone receberam indicações para Melhor Ator e Melhor Atriz, respectivamente.",62.41713911622197,38.3107990485209,0.4296875,0.46679688,por_Latn,1.046875
"Translate the following sentence from English to Portuguese:
Q: The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.
A:","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","As outras nomeações incluem Melhor Filme, Diretor, Fotografia, Figurino, Melhor Montagem, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.","As outras nomeações incluem Melhor Filme, Diretor, Fotografia, Figurino, Edição, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.",91.12801018831111,87.9997831623102,1.1640625,1.1640625,por_Latn,0.97265625
"Translate the following sentence from English to Portuguese:
Q: Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.
A:","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações de melhor canção original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.","Duas músicas do filme, Audition (Os Loucos Que Sonham) e City of Stars, receberam indicações para melhor canção original. A estúdio Lionsgate recebeu 26 indicações — mais do que qualquer outro estúdio.",81.55295477825165,69.90309169371419,3.71875,3.046875,por_Latn,0.93359375
"Translate the following sentence from English to Portuguese:
Q: Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.
A:","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","No domingo à noite, o presidente dos Estados Unidos, Donald Trump, em uma declaração transmitida pelo secretário de imprensa, anunciou que as tropas americanas iriam deixar a Síria.","No domingo à noite, o presidente dos Estados Unidos, Donald Trump, em um comunicado entregue pela secretária de imprensa, anunciou que as tropas dos Estados Unidos sairiam da Síria.",69.97657570073315,58.08107535064932,0.89453125,1.421875,por_Latn,1.0234375
"Translate the following sentence from English to Portuguese:
Q: The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.
A:",The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,O anúncio foi feito após Trump ter uma conversa por telefone com o presidente turco Recep Tayyip Erdoğan.,A declaração foi feita depois que Trump teve uma conversa telefônica com o presidente turco Recep Tayyip Erdoğan.,63.66707060606909,49.01445173556203,0.5625,0.46289062,por_Latn,1.0234375
"Translate the following sentence from English to Portuguese:
Q: Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.
A:","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","A Turquia também assumiria a guarda de membros do Estado Islâmico que, como afirma a declaração, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda de combatentes do ISIS capturados, o que, segundo a declaração, os países europeus se recusaram a repatriar.",61.86718084696503,49.265173101844596,4.84375,4.75,por_Latn,0.984375
"Translate the following sentence from English to Portuguese:
Q: This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.
A:","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","Isso não só confirma que ao menos alguns dos dinossauros tinham penas, uma teoria que já é bem aceita, como também oferece detalhes que não são encontrados com tanta frequência em fósseis, como cores e o arranjo tridimensional.","Isso não só confirma que pelo menos alguns dinossauros tinham penas, uma teoria já amplamente difundida, mas fornece detalhes fósseis geralmente não podem, como a cor e a disposição tridimensional.",51.86327116689494,31.715603691833675,2.71875,4.375,por_Latn,0.95703125
"Translate the following sentence from English to Portuguese:
Q: . Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.
A:",. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,. Cientistas afirmam que a plumagem superior desse animal era castanha e a parte inferior era clara ou carotenoide.,. Os cientistas dizem que a plumagem deste animal era castanho-claro na parte superior com uma parte inferior pálida ou carotenóide.,56.92982057658433,22.348926456995628,3.203125,2.765625,por_Latn,0.97265625
"Translate the following sentence from English to Portuguese:
Q: The find also grants insight into the evolution of feathers in birds.
A:",The find also grants insight into the evolution of feathers in birds.,A descoberta também concede pistas sobre a evolução das penas nas aves.,A pesquisa também fornece informações sobre a evolução das penas nos pássaros.,49.997224785532715,33.70129264673147,0.69140625,0.8671875,por_Latn,1.03125
"Translate the following sentence from English to Portuguese:
Q: Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
A:","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","As penas dos dinossauros, conhecidas como raque, não têm uma haste bem desenvolvida, mas possuem outras características, como farpas e bárbulas. Em vista disso, os pesquisadores concluíram que a raque era possivelmente o resultado de um desenvolvimento evolutivo posterior a essas outras características.","Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado de rachis, mas têm outras características de penas — barbas e barbules — os pesquisadores inferiram que o rachis era provavelmente um desenvolvimento evolutivo posterior que essas outras características.",55.84452375263507,23.91734305473711,4.65625,6.25,por_Latn,0.875
"Translate the following sentence from English to Portuguese:
Q: The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.","A estrutura das penas sugere que não foram usadas para voar, mas sim para regular a temperatura ou para exibição. Os pesquisadores sugeriram que, mesmo que esta seja a cauda de um dinossauro jovem, a amostra mostra plumagem adulta e não o down de um pintinho.",65.5102097704619,46.01269515780672,6.90625,6.8125,por_Latn,0.96484375
"Translate the following sentence from English to Portuguese:
Q: The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Os pesquisadores sugeriram que, apesar do rabo ser de um dinossauro jovem, a amostra revela uma plumagem adulta, não uma penugem.","Os pesquisadores sugeriram que, embora esta seja a cauda de um dinossauro jovem, a amostra mostra plumagem adulta e não o down de um pintinho.",62.315474122838424,49.55056754877292,7.875,7.6875,por_Latn,0.9765625
"Translate the following sentence from English to Portuguese:
Q: A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.
A:","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","Na manhã de ontem, um carro-bomba explodiu na sede da polícia em Gaziantep, Turquia, matou dois policiais e feriu mais de vinte outras pessoas.","Um carro-bomba detonou na sede da polícia em Gaziantep, na Turquia, ontem de manhã, matando dois policiais e ferindo mais de vinte outras pessoas.",71.86784158167966,48.68276058650118,1.0625,1.34375,por_Latn,1.015625
"Translate the following sentence from English to Portuguese:
Q: The governor's office said nineteen of the injured were police officers.
A:",The governor's office said nineteen of the injured were police officers.,O gabinete do governador afirmou que 19 dos feridos eram agentes policiais.,A secretária do governador disse que dezenove dos feridos eram policiais.,51.11649088326386,25.448050157066202,2.546875,3.0,por_Latn,0.96875
"Translate the following sentence from English to Portuguese:
Q: Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.
A:",Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,A polícia informou suspeitar que o responsável pelo ataque seja um suposto militante do Daesh (ISIL).,A polícia disse que suspeita de um suposto militante do Daesh (ISIL) da responsabilidade pelo ataque.,61.38620694751459,44.338389108446,6.84375,5.84375,por_Latn,0.98828125
"Translate the following sentence from English to Portuguese:
Q: They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.
A:","They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","Eles descobriram que o sol operava com o mesmo princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema foi determinada por sua luminosidade, sua rotação e nada mais.","Eles encontraram o Sol operando nos mesmos princípios básicos de outras estrelas: A atividade de todas as estrelas do sistema foi encontrada para ser impulsionada por sua luminosidade, sua rotação e nada mais.",68.10669080024198,44.893367953607275,5.96875,6.125,por_Latn,0.91796875
"Translate the following sentence from English to Portuguese:
Q: The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.
A:","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","A luminosidade e rotação são utilizadas em conjunto para definir o número de Rossby de uma estrela, o qual tem relação com o fluxo de plasma.","A luminosidade e rotação são usadas juntas para determinar o número de Rossby de uma estrela, que está relacionado com o fluxo de plasma.",67.50391835302636,61.56902656532267,0.69140625,0.66796875,por_Latn,1.015625
"Translate the following sentence from English to Portuguese:
Q: The smaller the Rossby number, the less active the star with respect to magnetic reversals.
A:","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","Quanto mais baixo o número de Rossby, menos ativa é a estrela no que se refere às inversões magnéticas.","Quanto menor o número de Rossby, menor a atividade da estrela em relação às inversões magnéticas.",58.53704726920675,39.191457797653264,1.5546875,1.5703125,por_Latn,1.0078125
"Translate the following sentence from English to Portuguese:
Q: During his trip, Iwasaki ran into trouble on many occasions.
A:","During his trip, Iwasaki ran into trouble on many occasions.","Durante a sua viagem, Iwasaki enfrentou problemas em muitas ocasiões.","Durante sua viagem, Iwasaki teve problemas em muitas ocasiões.",75.79491831292286,64.56147046129793,1.734375,1.109375,por_Latn,1.0234375
"Translate the following sentence from English to Portuguese:
Q: He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.
A:","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","Ele foi roubado por piratas, atacado por um cão com raiva no Tibete, escapou de um casamento no Nepal e foi preso na Índia.","Ele foi assaltado por piratas, atacado no Tibete por um cão rabid, escapou do casamento no Nepal e foi preso na Índia.",73.22071813020403,55.75272946606937,3.109375,4.4375,por_Latn,0.9609375
"Translate the following sentence from English to Portuguese:
Q: The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.
A:",The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,O padrão 802.11n opera em ambas as frequências de 2.4Ghz e 5.0Ghz.,"O padrão 802.11n opera nas frequências de 2,4 GHz e 5,0 GHz.",59.137867819748266,36.954601528729036,0.20410156,0.20605469,por_Latn,1.015625
"Translate the following sentence from English to Portuguese:
Q: This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.
A:","This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","Isso permitirá que ela seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação rádio base tenha rádios duais.","Isso permitirá que ele seja compatível com versões anteriores com 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duplos.",82.59811961411313,69.99645365776392,2.9375,2.953125,por_Latn,0.97265625
"Translate the following sentence from English to Portuguese:
Q: The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.
A:",The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"As velocidades do 802.11n são substancialmente mais rápidas do que as dos seus antecessores, teoricamente, com um rendimento máximo de 600 Mb/s.","As velocidades de 802.11n são substancialmente mais rápidas do que as de seus predecessores, com uma taxa máxima teórica de 600Mbit/s.",61.84367434372015,47.9377652479655,1.515625,1.984375,por_Latn,0.96484375
"Translate the following sentence from English to Portuguese:
Q: Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.
A:","Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duvall, que é casado e tem dois filhos adultos, não deixou grande impressão em Miller, a quem a história foi relatada.","Duvall, que está casado com dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história foi relatada.",85.8455676569069,72.14673184611138,1.546875,0.65625,por_Latn,0.95703125
"Translate the following sentence from English to Portuguese:
Q: When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""
A:","When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","Ao pedirem um comentário seu, Miller disse, ""Mike fala muito durantes a audiência... eu estava me preparando, então não estava prestando muita atenção no que ele estava dizendo"".","Quando questionado sobre o assunto, Miller disse: ""Mike fala muito durante a audiência...estava me preparando, então não estava realmente ouvindo o que ele estava dizendo.""",60.32583024115043,38.26645980972541,1.6484375,1.03125,por_Latn,0.98046875
"Translate the following sentence from English to Portuguese:
Q: ""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.
A:","""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""Nós nos esforçaremos para reduzir significativamente as emissões de dióxido de carbono por unidade do PIB até 2020, em relação ao nível de 2005,"" disse Hu.","""Nós nos esforçaremos para cortar as emissões de dióxido de carbono por unidade de PIB por uma margem notável até 2020 em relação ao nível de 2005,"" disse Hu.",75.08181395689013,62.49570987066144,3.6875,4.71875,por_Latn,0.99609375
