prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline
"Translate the following sentence from English to Hindi:
Q: While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.
A:","While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","जबकि एक प्रायोगिक वैक्सीन इबोला से मृत्यु दर में कमी हो सकती है, अब तक, कोई भी ड्रग्स स्पष्ट रूप से संक्रमण का इलाज करने के लिए प्रमाणितनहीं हुआ है.",एक विश्वविद्यालयी विकास के लिए एक अनुमानित विकास वाला विकास विकास विकास विकास विकास विकास विकास विका�,9.206009637028787,1.3418158171246923,25.0,25.0
"Translate the following sentence from English to Hindi:
Q: One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.
A:","One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","एक एंटीबॉडी कॉकटेल, ZMapp, ने शुरुआत में इस क्षेत्र में विश्वास दिखाया था, लेकिन औपचारिक अध्ययनों ने संकेत दिया कि मौत को रोकने में प्रत्याशित लाभ की तुलना में इसका लाभ कम था।","एक अब्बेटिमिट्री कॉटीज, ZMapp, पहले दृष्टिकोण में अपने उपयोग के लिए अपनी अपेक्षा अधिक उपयोग के लिए अपनी अप",12.579363610989173,7.173619809079385,17.625,20.375
"Translate the following sentence from English to Hindi:
Q: In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.
A:","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","PALM परीक्षण में, ZMapp ने एक नियंत्रण के रूप में कार्य किया, जिसका अर्थ है कि वैज्ञानिकों ने इसे बेसलाइन के रूप में इस्तेमाल किया और इसके साथ तीन अन्य उपचारों की तुलना की.","अपलम्पी ट्रिली, ZMapp का उपयोग बल्लेबाजों के लिए एक बायोटेक्स के लिए उपयोग किया गया था, जिसे बायोटेक्स के लि�",14.533863563071774,6.472341743058107,17.625,20.75
"Translate the following sentence from English to Hindi:
Q: USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.
A:",USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,"अमेरिकी जिमनास्टिक्स, संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है. साथ ही, सभी एथलीटों को एक सुरक्षित माहौल देने के लिए, ओलंपिक परिवार के होने की अहमियत स्वीकार करता है.",अमेरिका ग्यमनस्टेड्स अमेरिका ओस्केल और इंटरनेशनल फाइनल्स की लिस्ट और अपने अपने अभियानों के लिए अपने अ,11.710914747083608,1.382685452036932,22.75,24.5
"Translate the following sentence from English to Hindi:
Q: We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.
A:","We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","हम USOC के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों और उनके खेल, हमारे संगठन के भीतर सार्थक बदलाव के साथ आगे बढ़ कर बेहतर सेवा की जा सकती है ना की विप्रमाणन से |",आमतौर पर अमेरिकी स्पर्धा के अधिकारियों की ओर से यह बताया गया है कि इनके खिलाड़ियों और खेल के लिए उनके वि�,13.837491269497656,0.946943471961352,18.5,18.5
"Translate the following sentence from English to Hindi:
Q: USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.
A:",USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,अंतरिक्ष गेम्स ने एक अनुभवको लाभकारी विश्वास लाने वाली एक अनुभवको लाभकारी विश्वास लाने वाली एक अनुभ,6.915561921699422,0.26790549682667386,24.5,25.0
"Translate the following sentence from English to Hindi:
Q: USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.
A:","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है — एथलीटों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का अनुसरण करने के लिए जिमनास्टिक्स और अन्य लोगों के खेल को जितना संभव हो सके उतना सुरक्षित बनाना.",अमेरिका ग्यमन्निस्ट्स और अमेरिका सोचेस एक समान विषय — ग्यमन्निस्ट्स और अन्य विषयों को सुरक्षित रूप से अभ,17.431852906300186,3.22520988628459,19.75,19.0
"Translate the following sentence from English to Hindi:
Q: Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.
A:","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","1960 के दशक के दौरान, ब्रेझिन्स्की ने जॉन एफ कैनेडी के सलाहकार के तौर पर और उसके बाद लिंडन बी जॉनसन के प्रशासन के लिए काम किया.","अन्तर्गत 1960 के लिए, ब्रेजेस्किन जोन फॉर जोन फॉर जोन लोन्डन बी. जोन विराज्य के लिए अधिकारी थे और फि�",19.36287217206517,3.934874485157293,17.0,17.25
"Translate the following sentence from English to Hindi:
Q: During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.
A:","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.",1976 में उन्होंने कैर्टर के बारे में भारतीय देश के बारे में अधिकारियों के लिए अधिकारिता देने के लिए अधिकार,15.598183358322581,1.0320486740498913,20.25,20.625
"Translate the following sentence from English to Hindi:
Q: As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.
A:","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","एनएसए के रूप में, उन्होंने कूटनीतिक रूप से विश्व मामलों को संभालने में कार्टर की सहायता की, जैसे कि कैंप डेविड एकॉर्ड्स, 1978; 1970 के दशक के अंत में अमेरिका-चीन संबंधों को सामान्य बनाना; ईरानी क्रांति, जो ईरान बंधक संकट का कारण बनी, 1979; और अफ़गानिस्तान में सोवियत आक्रमण, 1979.","नासा के लिए, वह चार्टर को दलील देने के लिए देशों के विभिन्न देशों के बीच असमानताओं को बढ़ावा देने के लिए �",8.6976318146249,0.3157205124819204,17.625,20.875
"Translate the following sentence from English to Hindi:
Q: The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.
A:","The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.","एक दिवसीय शो, जिसमें रॉन गोसलिया और एम्मा जैन शामिल है, अपने अन्य विभिन्न क्लासिकल क्षेत्रों में नोमि�",20.54507135300848,4.6501988255140265,13.4375,17.125
"Translate the following sentence from English to Hindi:
Q: Gosling and Stone received nominations for Best Actor and Actress respectively.
A:",Gosling and Stone received nominations for Best Actor and Actress respectively.,गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,गोसलिंग और जैन निवासी दोनों अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्सर अक्स,15.305295185701073,10.813005337959174,20.25,20.375
"Translate the following sentence from English to Hindi:
Q: The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.
A:","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.",अन्य नियोजनों में भी उन्हें दिखाया गया है कि उन्हें दिखाया गया है कि उन्हें दिखाया गया है कि उन्हें दिख,8.23196138623363,1.0085227300159019,21.75,22.5
"Translate the following sentence from English to Hindi:
Q: Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.
A:","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",ऑडिशन (द फ़ूल्स हू ड्रीम) और सिटी ऑफ़ स्टार्स के दो गानो को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला. किसी भी अन्य स्टूडियो से ज़्यादा — लायंसगेट स्टूडियो को 26 नामांकन मिले.,"एक मीडिया फिल्म के दो शोपों का नाम, अंडर टू टू फूल्स और चीरी टू टू फूल्स, नोमिनेशन दिए गए थे। लो",10.989639494710183,1.433275890460426,21.75,25.0
"Translate the following sentence from English to Hindi:
Q: Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.
A:","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.","दोस्तों, दिन शुक्रवार को अंतर्राष्ट्रीय प्रधानमंत्री दूनूल त्रूप्प, जिन्होंने अपने अध्यक्ष राजनेता के रू",14.684201101755384,1.0298906235154837,17.875,25.0
"Translate the following sentence from English to Hindi:
Q: The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.
A:",The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,तुर्की प्रधानमंत्री रेखिप ताय्यपर्ण के बीच तुर्की राष्ट्रपति राजीव राजपूत ने अपनी नई न्यायालय की अनुमति �,21.30439021137364,1.8151287907717766,22.375,22.25
"Translate the following sentence from English to Hindi:
Q: Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.
A:","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.","तुर्की भी खिलाड़ियों के खिलाफ चलाने वाले अंतरराष्ट्रीय स्थानों को चलाने के लिए भी अपना अधिकार देगी, जिस",12.906946563314193,1.0957197329960702,17.875,22.625
"Translate the following sentence from English to Hindi:
Q: This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.
A:","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","यह न केवल इसकी पुष्टि करता है कि कम से कम कुछ डायनासोर के पंख थे, एक सिद्धांत पहले से ही प्रचलित है, लेकिन यह ऐसी जानकारी प्रदान करता जो जीवाश्म आमतौर पर नहीं कर सकते, जैसे रंग और तीन आयामी अरेंजमेंट.",यह यह भी सिद्ध करता है कि कुछ दिनांकों के लिए अपने अंगों को जोड़ने वाले विशेष विशेषताएं भी उनके अंगों के �,13.919844650554786,2.1807743120941736,19.0,22.75
"Translate the following sentence from English to Hindi:
Q: . Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.
A:",. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,यह विश्वविद्यालयों में यह विश्वविद्यालयों में यह विश्वविद्यालयों में यह विश्वविद्यालयों में यह विश्वविद,5.6516567191096305,1.1886249343195385,24.75,23.625
"Translate the following sentence from English to Hindi:
Q: The find also grants insight into the evolution of feathers in birds.
A:",The find also grants insight into the evolution of feathers in birds.,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है.,यह भी विश्वास देता है कि विकास फेफड़ों के लिए बिना विकास के विकास के लिए विकास के लिए विकास के लिए विकास,17.505378292677225,3.78786561257948,17.125,19.5
"Translate the following sentence from English to Hindi:
Q: Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.
A:","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.",इसलिए दिशानिर्माण के दिशानिर्माण के दिशानिर्माण के दिशानिर्माण के दिशानिर्माण के दिशानिर्माण के दिशानिर्म,5.521384403788072,0.42147581159606756,23.125,24.75
"Translate the following sentence from English to Hindi:
Q: The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।","फेफड़ों की रचना दिखाती है कि वे नहीं बाहर चलने के लिए उपयोग किए गए थे, लेकिन उन्हें तापमान की रक्षा या �",15.929750114429256,1.183143426752674,22.5,24.375
"Translate the following sentence from English to Hindi:
Q: The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.
A:","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।","राष्ट्रीय अध्यक्ष ने कहा कि, यह एक बड़े दिशा वाला जन्मदिवसीय दिशा वाला दिशा वाला दिशा वाला दिशा वाला �",10.869411431017822,2.077429211083113,24.75,25.0
"Translate the following sentence from English to Hindi:
Q: A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.
A:","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.",एक बाहरी बाइक बम गाजिटेप में टेलीविज़न अधिकारी के खाने के बाद दो अधिकारी और अन्य अधिकांश लोगों को दोषी,18.416486937271497,5.139894278092583,18.0,19.375
"Translate the following sentence from English to Hindi:
Q: The governor's office said nineteen of the injured were police officers.
A:",The governor's office said nineteen of the injured were police officers.,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,गवर्नर के दोस्तों के बारे में बात करते हैं कि 19 जन्म लगाने वाले व्यक्ति में एक अलग अंतर था।,13.594815357913953,2.328734903585348,24.375,25.0
"Translate the following sentence from English to Hindi:
Q: Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.
A:",Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,"अपील के अनुसार, एक अलग-अलग देशी समुदाय के लिए अपने अस्वीकार्य अभियान के लिए एक अलग-अलग देशी समुदाय के लिए",12.138764455625212,2.6707068119098887,18.625,22.5
"Translate the following sentence from English to Hindi:
Q: They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.
A:","They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।",वे दिखाएं और सूर्य के विभिन्न विशेष विधियों के लिए उनकी विशेषताएं ज्ञात करते हैं। इनके विशेष विधियों के,11.519775697180917,0.9023050037774796,21.875,24.375
"Translate the following sentence from English to Hindi:
Q: The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.
A:","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,","लैमिनेशन और रोशियों का उपयोग एक चित्रकेट के रोशियों के लिए निर्धारित किया जाता है, जो वायु के बलों के संबं",24.572828890280547,9.132316908556742,16.875,21.125
"Translate the following sentence from English to Hindi:
Q: The smaller the Rossby number, the less active the star with respect to magnetic reversals.
A:","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","रॉस्बी संख्या जितनी छोटी होगी, चुंबकीय उत्क्रमण के संबंध में तारा उतना ही कम सक्रिय होगा.",रोस्सबर्न नंबर कम होने से ग्रेट्स ग्रेट्स ग्रेट्स के साथ ग्रेट्स ग्रेट्स के साथ ग्रेट्स के साथ ग्रेट्स के साथ ग्रेट्स क,8.65059994182658,1.4780822562194806,19.0,20.75
"Translate the following sentence from English to Hindi:
Q: During his trip, Iwasaki ran into trouble on many occasions.
A:","During his trip, Iwasaki ran into trouble on many occasions.","अपनी यात्रा के दौरान, इवासाकी कई मौकों पर परेशानियों में फंस गया था.",इसके दौरान इवाजा ने बहुत से बार बातचीत में खास रूप से खराब बना दिया।,16.328088280308105,4.323912734262338,12.5625,12.5625
"Translate the following sentence from English to Hindi:
Q: He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.
A:","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","उसे समुद्री डाकुओं ने लूटा था, तिब्बत में पागल कुत्ते ने हमला किया, नेपाल में शादी से भाग निकला और भारत में गिरफ्तार कर लिया गया।",वह बिहार में एक राइब्ड दोगा गाला दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त दोस्त द,6.268108972171146,1.2496576442016178,23.625,24.5
"Translate the following sentence from English to Hindi:
Q: The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.
A:",The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11n मानक दोनों 2.4 गीगाहर्टज़ और 5.0 गीगाहर्टज़ आवृत्तियों पर काम करता है.,802.11n नियमन का उपयोग 2.4GHz और 5.0GHz तार्किक तार्किकों पर करता है।,24.870874120297596,14.724623770949018,8.1875,9.0625
