prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang,commet_baseline
"Translate the following sentence from Chinese to English:
Q: 虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。
A:",虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","Although there is a vaccine that seems to reduce the death rate of Ebola virus, it has not yet been proven to be effective in treating the current infection.",28.86969398168941,7.205335066302805,1.5546875,2.96875,eng_Latn,0.8984375
"Translate the following sentence from Chinese to English:
Q: 一种名为 ZMapp 的“抗体鸡尾酒”（多抗体联合）最初有望在该领域发挥作用，但正式研究表明，它在预防死亡方面的效果有些不尽人意。
A:",一种名为 ZMapp 的“抗体鸡尾酒”（多抗体联合）最初有望在该领域发挥作用，但正式研究表明，它在预防死亡方面的效果有些不尽人意。,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","A cocktail of antibodies called ZMapp is the first promising treatment for the disease, but the results of a formal study show that it has little effect on preventing death.",40.3936876001249,11.239306929134699,1.078125,1.4921875,eng_Latn,0.96875
"Translate the following sentence from Chinese to English:
Q: 在 PALM 实验中，ZMapp 用作参照。也就是科学家将其作为基线，把其他三种治疗方法与之作比较。
A:",在 PALM 实验中，ZMapp 用作参照。也就是科学家将其作为基线，把其他三种治疗方法与之作比较。,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","In the Palm experiment, ZMapp was used as a reference. That is, scientists compared it with the other three treatments as a baseline.",48.662947545071816,20.952981968359833,2.203125,3.53125,eng_Latn,0.921875
"Translate the following sentence from Chinese to English:
Q: 美国体操协会对美国奥委会的信函表示支持，并接受奥运会大家庭的严格要求，即为所有运动员营造一个安全的训练环境。
A:",美国体操协会对美国奥委会的信函表示支持，并接受奥运会大家庭的严格要求，即为所有运动员营造一个安全的训练环境。,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,"The American Gymnastics Association has expressed its support for the United States Olympic Committee and accepted the strict requirements of the Olympic family, which is to create a safe training environment for all athletes.",59.0359560551243,25.013742296978144,0.72265625,0.7265625,eng_Latn,0.9921875
"Translate the following sentence from Chinese to English:
Q: 我们同意美国奥委会的声明，与其吊销执照，不如在我们组织内部继续推进有意义的变革，可能更有利于维护运动员和俱乐部的利益及其运动。
A:",我们同意美国奥委会的声明，与其吊销执照，不如在我们组织内部继续推进有意义的变革，可能更有利于维护运动员和俱乐部的利益及其运动。,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","We agree with the statement of the US Olympic Committee, and we don't want to suspend their license, but we want to continue to make meaningful changes within our organization, which may be more beneficial to the interests of athletes and clubs.",53.04821155517121,21.673153009197396,2.921875,4.65625,eng_Latn,0.9296875
"Translate the following sentence from Chinese to English:
Q: 根据美国体操协会支持的一项独立调查，我们也许能够得知，幸存者勇敢曝光的、拉里·纳萨尔的大规模性侵行为，为什么在这么长时间内都没有被发现。此外，协会还表示会做出必要和适当的整改。
A:",根据美国体操协会支持的一项独立调查，我们也许能够得知，幸存者勇敢曝光的、拉里·纳萨尔的大规模性侵行为，为什么在这么长时间内都没有被发现。此外，协会还表示会做出必要和适当的整改。,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,"According to an independent survey conducted by the American Gymnastics Association, we may be able to find out why Larry Nassar, the largest sexual assault case in U.S. history, has not been discovered for so long. The association also said it would make necessary and appropriate changes.",41.71055808389099,12.742727618546215,5.40625,7.1875,eng_Latn,0.734375
"Translate the following sentence from Chinese to English:
Q: 美国体操协会和美国奥委会有一个共同的目标，那就是尽可能保证体操运动和其他运动的安全性，让运动员在安全、积极和充满支持的环境中追求他们的梦想。
A:",美国体操协会和美国奥委会有一个共同的目标，那就是尽可能保证体操运动和其他运动的安全性，让运动员在安全、积极和充满支持的环境中追求他们的梦想。,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The American Gymnastics Association and the American Olympic Committee have a common goal: to ensure the safety, participation and success of all athletes in the sport of gymnastics and other sports.",38.75032024141751,17.431145603370563,0.49414062,0.6953125,eng_Latn,0.953125
"Translate the following sentence from Chinese to English:
Q: 20 世纪 60 年代，布热津斯基先是为约翰·福特·肯尼迪效力，担任他的顾问，后来又为林登·贝恩斯·约翰逊政府工作。
A:",20 世纪 60 年代，布热津斯基先是为约翰·福特·肯尼迪效力，担任他的顾问，后来又为林登·贝恩斯·约翰逊政府工作。,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","In the 1960s, B.B. Kennedy was first hired by John F. Kennedy as his advisor, and later worked for Lyndon B. Johnson's government.",54.91002689927967,35.78163543609535,5.0625,8.125,eng_Latn,0.703125
"Translate the following sentence from Chinese to English:
Q: 在 1976 年总统选举期间，他为卡特提供了对外政策方面的建议，随后在 1977 到 1981 年接替亨利·基辛格担任国家安全顾问 (NSA) 。
A:",在 1976 年总统选举期间，他为卡特提供了对外政策方面的建议，随后在 1977 到 1981 年接替亨利·基辛格担任国家安全顾问 (NSA) 。,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","In the 1976 presidential election, he provided Carter with policy advice on foreign affairs, and then served as National Security Advisor (NSA) from 1977 to 1981.",62.7136086876743,44.47805991214205,2.359375,1.2890625,eng_Latn,0.9609375
"Translate the following sentence from Chinese to English:
Q: 身为国家安全顾问，他曾协助卡特处理诸多国际事务，例如 1978 年签署《戴维营协议》；在20 世纪 70 年代末实现美中关系正常化；1979 年导致伊朗人质危机的伊朗革命；1979 年苏联入侵阿富汗。
A:",身为国家安全顾问，他曾协助卡特处理诸多国际事务，例如 1978 年签署《戴维营协议》；在20 世纪 70 年代末实现美中关系正常化；1979 年导致伊朗人质危机的伊朗革命；1979 年苏联入侵阿富汗。,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","He was a national security advisor, and he helped Carter handle many international affairs, such as the 1978 signing of the Davis-Bacon Agreement; in the late 1970s, he helped normalize relations between the United States and China; in 1979, he helped to bring about the Iranian hostage crisis in Iran; and in 1979, he helped to bring about the Soviet invasion of Afghanistan.",47.72472623363292,17.488849398403662,6.4375,7.03125,eng_Latn,0.87109375
"Translate the following sentence from Chinese to English:
Q: 这部由瑞恩·高斯林 (Ryan Gosling) 和艾玛·斯通 (Emma Stone) 主演的电影获得了各大奖项的提名。
A:",这部由瑞恩·高斯林 (Ryan Gosling) 和艾玛·斯通 (Emma Stone) 主演的电影获得了各大奖项的提名。,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","The movie won the Best Picture, Best Director, Best Actor, and Best Actress awards at the Golden Globe Awards.",19.315501135848482,3.802351022611669,8.1875,12.125,eng_Latn,0.00677490234375
"Translate the following sentence from Chinese to English:
Q: 高斯林和斯通分别获得了最佳男主角和最佳女主角的提名。
A:",高斯林和斯通分别获得了最佳男主角和最佳女主角的提名。,Gosling and Stone received nominations for Best Actor and Actress respectively.,高斯林和斯通分别获得了最佳男主角和最佳女主角的提名。,0.0,0.0,18.125,16.0,zho_Hans,1.015625
"Translate the following sentence from Chinese to English:
Q: 其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳电影剪辑、最佳原创配乐、最佳艺术指导、最佳音效剪辑、最佳混音和最佳原创剧本。
A:",其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳电影剪辑、最佳原创配乐、最佳艺术指导、最佳音效剪辑、最佳混音和最佳原创剧本。,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","The other nominations include Best Picture, Best Director, Best Cinematography, Best Costume Design, Best Film Editing, Best Original Score, Best Art Direction, Best Sound Editing, Best Mixing and Best Original Screenplay.",70.78084171470702,40.78932916147323,0.49609375,0.578125,eng_Latn,0.97265625
"Translate the following sentence from Chinese to English:
Q: 该电影的两首歌曲《追梦痴子心》和《星光之城》获得了最佳原创歌曲的提名。狮门影业获得了 26 项提名，比其他任何一家工作室都要多。
A:",该电影的两首歌曲《追梦痴子心》和《星光之城》获得了最佳原创歌曲的提名。狮门影业获得了 26 项提名，比其他任何一家工作室都要多。,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","The two songs from the movie, ""追梦痴子心"" and ""星光之城"" were nominated for best original song. Lionsgate won 26 nominations, more than any other studio.",54.71894260503575,37.311685422033264,2.53125,5.59375,eng_Latn,0.88671875
"Translate the following sentence from Chinese to English:
Q: 周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。
A:",周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",The U.S. President Donald Trump announced on Sunday evening that the U.S. military will withdraw from Syria.,33.537453321035784,7.18428889841695,3.359375,3.1875,eng_Latn,0.8828125
"Translate the following sentence from Chinese to English:
Q: 特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。
A:",特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,Trump and Turkish President Recep Tayyip Erdoğan spoke after the phone call.,48.577911437547876,36.948192901945724,6.375,7.96875,eng_Latn,0.6875
"Translate the following sentence from Chinese to English:
Q: 该声明称，土耳其还将接管对被捕的伊斯兰国武装分子的看守任务；欧洲国家拒绝将他们遣送回国。
A:",该声明称，土耳其还将接管对被捕的伊斯兰国武装分子的看守任务；欧洲国家拒绝将他们遣送回国。,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",The statement said that Turkey will take over the custody of the detained Islamic State fighters. European countries refused to send them back to their countries.,40.14265399604731,9.482754235376444,0.98046875,1.3828125,eng_Latn,1.0234375
"Translate the following sentence from Chinese to English:
Q: 这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。
A:",这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","This not only confirms that at least some dinosaurs had feathers—this theory has been widely accepted—but also provides details that are usually not available from fossilized remains, such as color and three-dimensional arrangement.",69.69077127332996,51.09567472510906,0.58984375,0.5390625,eng_Latn,0.98046875
"Translate the following sentence from Chinese to English:
Q: 科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。
A:",科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,"Scientists say that the feathers on the top of this animal are brown, and the bottom is light or orange.",32.87281076770833,6.185728285719958,3.09375,4.9375,eng_Latn,0.92578125
"Translate the following sentence from Chinese to English:
Q: 这一发现也有助于深入了解鸟类羽毛的进化。
A:",这一发现也有助于深入了解鸟类羽毛的进化。,The find also grants insight into the evolution of feathers in birds.,This discovery also helps to understand the evolution of bird feathers.,40.089063802115874,15.471969135742526,0.31835938,0.27734375,eng_Latn,0.9921875
"Translate the following sentence from Chinese to English:
Q: 恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。
A:",恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","The feathers of the dinosaurs did not have a well-developed main stem, which is called the ""shaft of feathers"", but still had other features, such as feather shafts and feather tips, researchers speculated that the evolution of the shaft of feathers was later than these other features.",50.70218395747054,21.97144028806854,2.453125,2.921875,eng_Latn,0.8515625
"Translate the following sentence from Chinese to English:
Q: 羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。
A:",羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure of feathers indicates that they are not meant to fly, but to regulate temperature or to show off. Researchers believe that although this is a young dinosaur's tail, the sample shows mature feathers, not fledgling feathers.",44.875455424910236,13.584698778666702,0.89453125,1.1328125,eng_Latn,0.9765625
"Translate the following sentence from Chinese to English:
Q: 研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。
A:",研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","Researchers believe that although this is a young dinosaur's tail, the sample shows feathers, not the feathers of a young dinosaur.",49.32555647562825,22.396396063517148,5.96875,6.375,eng_Latn,0.90234375
"Translate the following sentence from Chinese to English:
Q: 昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。
A:",昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","Yesterday morning, a car bomb explosion occurred at the headquarters of the police in Gaziantep, Turkey, which resulted in the death of two police officers and the injury of 20 others.",54.681925369303954,25.635642951347954,0.69140625,0.96484375,eng_Latn,0.98828125
"Translate the following sentence from Chinese to English:
Q: 州长办公室表示，伤者中有十九人是警察。
A:",州长办公室表示，伤者中有十九人是警察。,The governor's office said nineteen of the injured were police officers.,The office of the governor of the province said that there were nineteen people injured among the injured.,50.29854988246427,11.1204122745073,13.625,12.5625,eng_Latn,0.828125
"Translate the following sentence from Chinese to English:
Q: 警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。
A:",警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police said they suspected a member of the Islamic State (ISIL) of carrying out the attack.,43.001964801434795,19.940445989088914,2.34375,1.796875,eng_Latn,0.96484375
"Translate the following sentence from Chinese to English:
Q: 他们发现，太阳和其他恒星的运行原理是一样的：星系中所有恒星的活跃度都完全决定于它们的光度和自转。
A:",他们发现，太阳和其他恒星的运行原理是一样的：星系中所有恒星的活跃度都完全决定于它们的光度和自转。,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",They found that the principle of the rotation of all stars in the galaxy is the same: the brightness and spin of all stars in the galaxy are completely determined by their light and rotation.,39.4496390493122,13.076714874128001,2.515625,3.71875,eng_Latn,0.9140625
"Translate the following sentence from Chinese to English:
Q: 一颗恒星的罗斯贝数由其光度和旋度共同决定，与等离子体流有关。
A:",一颗恒星的罗斯贝数由其光度和旋度共同决定，与等离子体流有关。,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",The luminosity of a star is determined by its radius and rotation. It is related to the plasma flow.,50.01004917418762,20.580044783957753,6.0,6.3125,eng_Latn,0.92578125
"Translate the following sentence from Chinese to English:
Q: 罗斯贝数越小，恒星在磁场倒转方面就越不活跃。
A:",罗斯贝数越小，恒星在磁场倒转方面就越不活跃。,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The smaller the Rossby number, the less active the star is in terms of its ability to reverse magnetic fields.",70.61879673100829,49.58984232412303,0.60546875,0.5234375,eng_Latn,1.03125
"Translate the following sentence from Chinese to English:
Q: 在旅途中，岩崎在很多场合碰到了麻烦。
A:",在旅途中，岩崎在很多场合碰到了麻烦。,"During his trip, Iwasaki ran into trouble on many occasions.","In the course of the trip, Iwazaki met a lot of trouble.",27.18364492257996,10.82597837309053,1.6171875,2.046875,eng_Latn,0.99609375
"Translate the following sentence from Chinese to English:
Q: 他曾被海盗抢劫，在西藏被疯狗袭击，在尼泊尔逃婚，还曾在印度被捕。
A:",他曾被海盗抢劫，在西藏被疯狗袭击，在尼泊尔逃婚，还曾在印度被捕。,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","He was robbed by pirates, attacked by mad dogs in Tibet, and was arrested in India.",63.30985333278959,50.86186671433881,6.4375,3.171875,eng_Latn,0.8828125
"Translate the following sentence from Chinese to English:
Q: 802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。
A:",802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。,19.440904420121687,31.736734399913765,17.125,12.0,eus_Latn,1.0234375
"Translate the following sentence from Chinese to English:
Q: 它能向后兼容 802.11a、802.11b 和 802.11g，前提是基站要有双无线电。
A:",它能向后兼容 802.11a、802.11b 和 802.11g，前提是基站要有双无线电。,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","It can support backward compatibility with 802.11a, 802.11b and 802.11g, provided that the base station has dual wireless.",68.92866906674647,65.54588030835278,0.35351562,0.66796875,eng_Latn,0.96484375
"Translate the following sentence from Chinese to English:
Q: 802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。
A:",802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。,9.597995288522394,16.793491385128636,21.75,20.25,zho_Hans,1.015625
"Translate the following sentence from Chinese to English:
Q: 杜瓦尔已婚，有两个已经成年的孩子，他并没有给故事的讲述者米勒留下太大印象。
A:",杜瓦尔已婚，有两个已经成年的孩子，他并没有给故事的讲述者米勒留下太大印象。,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duval has been married, and has two children who are already adults. He has not left much of an impression on the narrator, Miller.",36.39281811444527,3.8300425330132044,0.85546875,2.265625,eng_Latn,0.90234375
"Translate the following sentence from Chinese to English:
Q: 当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”
A:",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","When asked to give his opinion, Miller said, “Mike said a lot of things at the hearing, and I was preparing so I didn’t hear what he was saying.”",43.87322772722671,20.374899263417415,1.109375,1.6328125,eng_Latn,0.96875
"Translate the following sentence from Chinese to English:
Q: “到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。
A:",“到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","“We will strive to reduce our total carbon dioxide emissions by 30 percent by 2020, and we will continue to make efforts to reduce our carbon dioxide emissions by 30 percent by 2020.”",32.815291651102925,5.24544714107019,14.25,13.125,eng_Latn,0.03466796875
"Translate the following sentence from Chinese to English:
Q: 他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。
A:",他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","He has not set the amount of reduction, but he only stated that according to the Chinese economic output, the amount will be decided.",36.03616256893691,5.255923420816887,2.0625,2.765625,eng_Latn,0.97265625
"Translate the following sentence from Chinese to English:
Q: 胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。
A:",胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""",Hu Jintao encouraged developing countries to “not follow the old path of pollution and then clean up”.,56.52923091989348,20.87037146733082,1.234375,1.2578125,eng_Latn,1.0078125
"Translate the following sentence from Chinese to English:
Q: 他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”
A:",他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","He added that “however, they should not be required to bear the obligations beyond their developmental stage, responsibility and capability.”",64.94463099480338,22.306415961812057,0.98828125,0.87890625,eng_Latn,0.9921875
"Translate the following sentence from Chinese to English:
Q: 伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。
A:",伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。,The Iraq Study Group presented its report at 12.00 GMT today.,The Iraqi research team submitted a report at 12 o'clock GMT today.,43.13251966134377,16.61742929957894,0.546875,1.328125,eng_Latn,1.03125
