prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang,commet_baseline
"Translate the following sentence from Spanish to English:
Q: Al día de hoy no se ha demostrado a ciencia cierta que algún fármaco sea adecuado para tratar la infección existente causada por ébola, aun cuando existe una vacuna experimental que pareciera ser capaz de disminuir la mortalidad causada por esa enfermedad.
A:","Al día de hoy no se ha demostrado a ciencia cierta que algún fármaco sea adecuado para tratar la infección existente causada por ébola, aun cuando existe una vacuna experimental que pareciera ser capaz de disminuir la mortalidad causada por esa enfermedad.","While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","To date, it has not been proven beyond a doubt that any drug is suitable for treating the existing infection caused by Ebola, even though there is an experimental vaccine that seems to be able to reduce the mortality caused by that disease.",48.69660701756472,14.662361810887722,1.359375,1.96875,eng_Latn,0.96875
"Translate the following sentence from Spanish to English:
Q: Zmapp, un combinado de anticuerpos, tuvo un prometedor resultado de campo al principio, pero estudios los formales demostraron que era menos beneficioso de lo que se esperaba para prevenir la muerte.
A:","Zmapp, un combinado de anticuerpos, tuvo un prometedor resultado de campo al principio, pero estudios los formales demostraron que era menos beneficioso de lo que se esperaba para prevenir la muerte.","One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","Zmapp, a combination of antibodies, had a promising field result at first, but formal studies showed that it was less beneficial than expected to prevent death.",42.56751900238307,10.62251311026331,1.515625,1.7265625,eng_Latn,0.98046875
"Translate the following sentence from Spanish to English:
Q: En el ensayo PALM, la función de Zmapp fue de control, es decir, que los científicos lo utilizaron como base y compararon con él los otros tres tratamientos.
A:","En el ensayo PALM, la función de Zmapp fue de control, es decir, que los científicos lo utilizaron como base y compararon con él los otros tres tratamientos.","In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","In the PALM trial, the function of Zmapp was control, that is, that the scientists used it as a base and compared it with the other three treatments.",59.44938118268972,29.058572949157327,3.265625,3.21875,eng_Latn,0.94140625
"Translate the following sentence from Spanish to English:
Q: USA Gymnastics respalda la nota del Comité Olímpico de los Estados Unidos y reconoce que resulta imperioso que la familia olímpica fomente un entorno seguro para todos nuestros deportistas.
A:",USA Gymnastics respalda la nota del Comité Olímpico de los Estados Unidos y reconoce que resulta imperioso que la familia olímpica fomente un entorno seguro para todos nuestros deportistas.,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USA Gymnastics supports the US Olympic Committee's statement and recognizes that it is imperative that the Olympic family foster a safe environment for all of our athletes.,63.797177317218114,49.60837619136831,0.25976562,0.36523438,eng_Latn,0.96484375
"Translate the following sentence from Spanish to English:
Q: Coincidimos con la declaración de la USOC de que los intereses de los atletas, los clubes y sus deportes, pueden ser atendidos más apropiadamente si se avanza con cambios significativos dentro de nuestra organización, en lugar del retiro de las certificaciones.
A:","Coincidimos con la declaración de la USOC de que los intereses de los atletas, los clubes y sus deportes, pueden ser atendidos más apropiadamente si se avanza con cambios significativos dentro de nuestra organización, en lugar del retiro de las certificaciones.","We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","We agree with the USOC's statement that the interests of athletes, clubs, and their sports can be better served if we move forward with significant changes within our organization, rather than withdrawing our certifications.",73.08506988137344,49.87042588665663,0.76953125,1.0703125,eng_Latn,0.99609375
"Translate the following sentence from Spanish to English:
Q: USA Gymnastics respalda a una investigación independiente que puede esclarecer de qué modo el abuso de la proporción que los sobrevivientes de Larry Nassa describieron con tanto coraje pudo haber pasado sin ser visto por tanto tiempo y acepta cualquier cambio necesario y adecuado.
A:",USA Gymnastics respalda a una investigación independiente que puede esclarecer de qué modo el abuso de la proporción que los sobrevivientes de Larry Nassa describieron con tanto coraje pudo haber pasado sin ser visto por tanto tiempo y acepta cualquier cambio necesario y adecuado.,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,USA Gymnastics supports an independent investigation that can clarify how the abuse of the proportion that the survivors of Larry Nassar described with so much courage could have happened without being seen for so long and accepts any necessary and appropriate change.,69.14865858374736,46.83599028337368,5.28125,4.34375,eng_Latn,0.921875
"Translate the following sentence from Spanish to English:
Q: La meta de USA Gymnastics y USOC es la misma: lograr que la gimnasia y otros deportes sean lo más seguro posible para que los atletas persigan sus sueños en un entorno protegido, positivo y potenciado.
A:","La meta de USA Gymnastics y USOC es la misma: lograr que la gimnasia y otros deportes sean lo más seguro posible para que los atletas persigan sus sueños en un entorno protegido, positivo y potenciado.","USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","The goal of USA Gymnastics and USOC is the same: to make gymnastics and other sports as safe as possible so that athletes can pursue their dreams in a protected, positive and empowered environment.",62.87333311403144,38.539314180279945,0.4921875,0.55078125,eng_Latn,1.0078125
"Translate the following sentence from Spanish to English:
Q: Durante los años 60, Brzezinski trabajó para John F. Kennedy en el puesto de asesor y, posteriormente, para el gobierno de Lyndon B. Johnson.
A:","Durante los años 60, Brzezinski trabajó para John F. Kennedy en el puesto de asesor y, posteriormente, para el gobierno de Lyndon B. Johnson.","Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","During the 1960s, Brzezinski worked for John F. Kennedy as an advisor and, later, for the government of Lyndon B. Johnson.",66.12114551184015,55.74684939720242,0.97265625,0.85546875,eng_Latn,1.015625
"Translate the following sentence from Spanish to English:
Q: Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger.
A:","Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger.","During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Carter advised Carter on foreign policy in the 1976 elections. Later, he worked as National Security Advisor (NSA) between 1977 and 1981, after Henry Kissinger.",64.34189661053628,46.242221060620004,8.0625,7.90625,eng_Latn,0.72265625
"Translate the following sentence from Spanish to English:
Q: Como consejero de seguridad nacional, asistió a Carter en el manejo diplomático de asuntos internacionales, como los Acuerdos de Camp David de 1978, la normalización de las relaciones entre Estados Unidos y China a fines de la década de 1970, la Revolución iraní de 1979, la que llevó a una crisis de rehenes en Irán, y la invasión soviética en Afganistán, en 1979.
A:","Como consejero de seguridad nacional, asistió a Carter en el manejo diplomático de asuntos internacionales, como los Acuerdos de Camp David de 1978, la normalización de las relaciones entre Estados Unidos y China a fines de la década de 1970, la Revolución iraní de 1979, la que llevó a una crisis de rehenes en Irán, y la invasión soviética en Afganistán, en 1979.","As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","As a national security advisor, he assisted Carter in the diplomatic handling of international affairs, such as the 1978 Camp David Accords, the normalization of relations between the United States and China in the late 1970s, the Iranian Revolution of 1979, which led to a hostage crisis in Iran, and the Soviet invasion of Afghanistan in 1979.",64.51302189465838,35.38429443775557,0.83203125,0.90625,eng_Latn,1.0
"Translate the following sentence from Spanish to English:
Q: El filme, protagonizado por Tyan Gosling y Emma Stone, fue nominado en todas las categorías más importantes.
A:","El filme, protagonizado por Tyan Gosling y Emma Stone, fue nominado en todas las categorías más importantes.","The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","The film, starring Ryan Gosling and Emma Stone, was nominated in all the most important categories.",57.37390786839153,37.15470384843163,1.234375,1.375,eng_Latn,0.8359375
"Translate the following sentence from Spanish to English:
Q: Gosling y Stone fueron nominados como Mejor Actor y Mejor Actriz, respectivamente.
A:","Gosling y Stone fueron nominados como Mejor Actor y Mejor Actriz, respectivamente.",Gosling and Stone received nominations for Best Actor and Actress respectively.,"Gosling and Stone were nominated for Best Actor and Best Actress, respectively.",68.67612416453383,41.275485328351444,0.79296875,0.7734375,eng_Latn,1.03125
"Translate the following sentence from Spanish to English:
Q: Entre las demás nominaciones se encuentran Mejor película, Mejor director, Mejor cinematografía, Mejor diseño de vestuario, Mejor edición de películas, Mejor partitura original, Mejor diseño de producción, Mejor edición de sonido, Mejor mezcla de sonido y Mejor guion original.
A:","Entre las demás nominaciones se encuentran Mejor película, Mejor director, Mejor cinematografía, Mejor diseño de vestuario, Mejor edición de películas, Mejor partitura original, Mejor diseño de producción, Mejor edición de sonido, Mejor mezcla de sonido y Mejor guion original.","The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","Among the other nominations are Best Picture, Best Director, Best Cinematography, Best Costume Design, Best Editing, Best Original Score, Best Production Design, Best Sound Editing, Best Sound Mixing, and Best Original Screenplay.",71.3767136118077,33.975784576364,0.89453125,0.734375,eng_Latn,0.94140625
"Translate the following sentence from Spanish to English:
Q: Fueron dos las nominadas a mejor canción original: Audición (Los tontos que sueñan) y Ciudad de estrellas. El estudio Lionsgate fue nominado 26 veces, superando a cualquier otro estudio.
A:","Fueron dos las nominadas a mejor canción original: Audición (Los tontos que sueñan) y Ciudad de estrellas. El estudio Lionsgate fue nominado 26 veces, superando a cualquier otro estudio.","Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","Two of the nominees for best original song were Audición (Los tontos que sueñan) and Ciudad de estrellas. The Lionsgate studio was nominated 26 times, beating any other studio.",42.8179849699932,18.671758719288928,6.25,7.5625,eng_Latn,0.9609375
"Translate the following sentence from Spanish to English:
Q: El domingo por la noche, en un anuncio realizado mediante el secretario de prensa, el presidente de los Estados Unidos de América, Donald Trump, comunicó que las tropas estadounidenses se retirarían de Siria.
A:","El domingo por la noche, en un anuncio realizado mediante el secretario de prensa, el presidente de los Estados Unidos de América, Donald Trump, comunicó que las tropas estadounidenses se retirarían de Siria.","Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","On Sunday night, in an announcement made through the press secretary, the president of the United States of America, Donald Trump, announced that American troops would withdraw from Syria.",55.99224849291112,20.31172052070425,2.015625,2.0,eng_Latn,1.0078125
"Translate the following sentence from Spanish to English:
Q: El anuncio se hizo tras la conversación telefónica que Trump mantuvo con con el presidente de Turquía, Recep Tayyip Erdoğan.
A:","El anuncio se hizo tras la conversación telefónica que Trump mantuvo con con el presidente de Turquía, Recep Tayyip Erdoğan.",The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,"The announcement was made after the telephone conversation that Trump had with the president of Turkey, Recep Tayyip Erdoğan.",71.82210649662004,50.004272956497594,0.8671875,0.8984375,eng_Latn,1.015625
"Translate the following sentence from Spanish to English:
Q: Turquía asumiría, además, la vigilancia de los militantes del ISIS que fueron capturados, a quienes las naciones europeas, conforme indica el comunicado, les denegó su repatriación.
A:","Turquía asumiría, además, la vigilancia de los militantes del ISIS que fueron capturados, a quienes las naciones europeas, conforme indica el comunicado, les denegó su repatriación.","Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","Turkey would also assume the surveillance of ISIS militants who were captured, to whom the European nations, as indicated in the statement, denied their repatriation.",47.12401808341403,7.8615392933997414,2.578125,3.46875,eng_Latn,1.0078125
"Translate the following sentence from Spanish to English:
Q: Además de confirmar que al menos algunos dinosaurios eran plumíferos, una teoría ya generalizada, también ofrece datos específicos que los fósiles por lo general no ofrecen, como su color y su estructura tridimensional.
A:","Además de confirmar que al menos algunos dinosaurios eran plumíferos, una teoría ya generalizada, también ofrece datos específicos que los fósiles por lo general no ofrecen, como su color y su estructura tridimensional.","This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","In addition to confirming that at least some dinosaurs were feathered, a theory already generalized, it also offers specific data that fossils usually do not offer, such as their color and their three-dimensional structure.",52.344409811400524,27.294892557581402,4.09375,3.890625,eng_Latn,0.8984375
"Translate the following sentence from Spanish to English:
Q: Según los especialistas, este animal tiene un plumaje de color castaño en la zona superior y una tonalidad pálida o carotenoide en la parte de abajo.
A:","Según los especialistas, este animal tiene un plumaje de color castaño en la zona superior y una tonalidad pálida o carotenoide en la parte de abajo.",. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,"According to the experts, this animal has a plumage of a chestnut color in the upper area and a pale or carotenoid tone in the lower part.",38.20972790687282,22.46388021662615,1.625,2.484375,eng_Latn,0.98828125
"Translate the following sentence from Spanish to English:
Q: Asimismo, el hallazgo permite comprender mejor la evolución de las plumas de las aves.
A:","Asimismo, el hallazgo permite comprender mejor la evolución de las plumas de las aves.",The find also grants insight into the evolution of feathers in birds.,"Furthermore, the discovery allows us to better understand the evolution of bird feathers.",35.63345668211634,13.171667387201806,0.5703125,0.68359375,eng_Latn,1.0234375
"Translate the following sentence from Spanish to English:
Q: Dado que el plumaje de los dinosaurios no tiene un eje bien desarrollado, denominado raquis, pero sí presenta otros rasgos de las plumas (cerdas y bárbulas), los investigadores llegaron a la conclusión de que es probable que el raquis sea el resultado de un desarrollo evolutivo posterior de estas otras características.
A:","Dado que el plumaje de los dinosaurios no tiene un eje bien desarrollado, denominado raquis, pero sí presenta otros rasgos de las plumas (cerdas y bárbulas), los investigadores llegaron a la conclusión de que es probable que el raquis sea el resultado de un desarrollo evolutivo posterior de estas otras características.","Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","Since the plumage of dinosaurs does not have a well-developed axis, called the rachis, but does present other features of feathers (bristles and barbs), researchers concluded that it is likely that the rachis is the result of a later evolutionary development of these other characteristics.",61.057172821551774,31.468867663567533,2.515625,1.453125,eng_Latn,0.84375
"Translate the following sentence from Spanish to English:
Q: La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.
A:","La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.","The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The structure that presents the plumage suggests that its function was not related to flight, but that they used them to regulate temperature or as an indicator of the same. The researchers argue that, although it is the tail of a young dinosaur, the sample analyzed presents features of the plumage of an adult and not a chick.",55.58348871479436,27.12309173319945,4.25,4.40625,eng_Latn,0.85546875
"Translate the following sentence from Spanish to English:
Q: Las apreciaciones de los expertos fueron que, aun cuando se trata de la cola de un dinosaurio de corta edad, la muestra ilustra más el plumaje de un adulto que el de un polluelo.
A:","Las apreciaciones de los expertos fueron que, aun cuando se trata de la cola de un dinosaurio de corta edad, la muestra ilustra más el plumaje de un adulto que el de un polluelo.","The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","The opinions of the experts were that, even though it is the tail of a young dinosaur, the sample illustrates more the plumage of an adult than that of a chick.",55.383609054891224,41.16779986795919,2.09375,2.90625,eng_Latn,0.96484375
"Translate the following sentence from Spanish to English:
Q: En la mañana de ayer, en Gaziantep, Turquía, un coche bomba mató a dos oficiales de policía e hirió a más de otras veinte personas.
A:","En la mañana de ayer, en Gaziantep, Turquía, un coche bomba mató a dos oficiales de policía e hirió a más de otras veinte personas.","A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","Yesterday morning, in Gaziantep, Turkey, a car bomb killed two police officers and injured more than twenty others.",66.40241079501581,49.880571653140926,0.9453125,2.453125,eng_Latn,0.9921875
"Translate the following sentence from Spanish to English:
Q: Desde el gobierno informaron que diecinueve de las personas heridas eran policías.
A:",Desde el gobierno informaron que diecinueve de las personas heridas eran policías.,The governor's office said nineteen of the injured were police officers.,The government reported that nineteen of the injured were police officers.,72.2985259013729,58.672361163466064,2.671875,3.15625,eng_Latn,0.98828125
"Translate the following sentence from Spanish to English:
Q: La policía informó que el sospechoso por el ataque es un supuesto militante de Daish (ELIL).
A:",La policía informó que el sospechoso por el ataque es un supuesto militante de Daish (ELIL).,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,The police reported that the suspect for the attack is a supposed militant of Daish (ELIL).,39.31870771246708,12.918025833717252,3.46875,4.40625,eng_Latn,0.9765625
"Translate the following sentence from Spanish to English:
Q: Se descubrió que el sol se regía por los mismos principios básicos que otras estrellas: los únicos factores que impulsaban su actividad dentro del sistema eran su luminosidad y su rotación.
A:",Se descubrió que el sol se regía por los mismos principios básicos que otras estrellas: los únicos factores que impulsaban su actividad dentro del sistema eran su luminosidad y su rotación.,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",It was discovered that the sun was governed by the same basic principles as other stars: the only factors that drove its activity within the system were its luminosity and its rotation.,46.60434042945457,22.831732900342217,1.4375,2.40625,eng_Latn,1.0078125
"Translate the following sentence from Spanish to English:
Q: La intensidad de la luz y la rotación se combinan para calcular el número de Rossby de una estrella, vinculado al flujo de plasma.
A:","La intensidad de la luz y la rotación se combinan para calcular el número de Rossby de una estrella, vinculado al flujo de plasma.","The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","The intensity of light and rotation combine to calculate the Rossby number of a star, linked to plasma flow.",45.3261754695597,18.702546695156965,1.3359375,1.84375,eng_Latn,0.984375
"Translate the following sentence from Spanish to English:
Q: A menor número de Rossby, menor es la actividad de la estrella en relación con sus inversiones magnéticas.
A:","A menor número de Rossby, menor es la actividad de la estrella en relación con sus inversiones magnéticas.","The smaller the Rossby number, the less active the star with respect to magnetic reversals.","The smaller the Rossby number, the less the star's activity in relation to its magnetic inversions.",61.4873017384422,41.493988816158115,2.796875,3.265625,eng_Latn,0.97265625
"Translate the following sentence from Spanish to English:
Q: Iwasaki debió enfrentarse con numerosos problemas durante su viaje.
A:",Iwasaki debió enfrentarse con numerosos problemas durante su viaje.,"During his trip, Iwasaki ran into trouble on many occasions.",Iwasaki had to face numerous problems during his trip.,33.72987672216098,12.920606398131984,1.0546875,1.28125,eng_Latn,1.03125
"Translate the following sentence from Spanish to English:
Q: Lo asaltaron piratas, lo mordió un perro con rabia en el Tíbet, escapó del matrimonio en Nepal y lo detuvo la policía en India.
A:","Lo asaltaron piratas, lo mordió un perro con rabia en el Tíbet, escapó del matrimonio en Nepal y lo detuvo la policía en India.","He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","He was attacked by pirates, he was bitten by a rabid dog in Tibet, he escaped from marriage in Nepal and he was arrested by the police in India.",69.45466372688128,31.812243122422398,1.390625,1.4453125,eng_Latn,0.98046875
"Translate the following sentence from Spanish to English:
Q: El 802.11n estándar funciona tanto en frecuencias de 2.4Ghz como 5.0Ghz.
A:",El 802.11n estándar funciona tanto en frecuencias de 2.4Ghz como 5.0Ghz.,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,The 802.11n standard works both in 2.4Ghz and 5.0Ghz frequencies.,70.76547677525735,71.5798316321605,1.0,0.7265625,eng_Latn,1.03125
"Translate the following sentence from Spanish to English:
Q: Esto hará posible su compatibilidad con versiones anteriores de 802.11a, 802.11b y 802.11g; ello en la medida en que la estación base tenga radios duales.
A:","Esto hará posible su compatibilidad con versiones anteriores de 802.11a, 802.11b y 802.11g; ello en la medida en que la estación base tenga radios duales.","This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","This will make it possible for it to be compatible with 802.11a, 802.11b and 802.11g; in the measure that the base station has dual radios.",72.5455160973449,65.49810794978437,3.078125,3.515625,eng_Latn,0.703125
"Translate the following sentence from Spanish to English:
Q: Las velocidades del estándar 802.11n son mucho más altas que las alcanzadas por los que lo precedieron, con un rendimiento teórico máximo de 600 Mbps.
A:","Las velocidades del estándar 802.11n son mucho más altas que las alcanzadas por los que lo precedieron, con un rendimiento teórico máximo de 600 Mbps.",The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"The speeds of the 802.11n standard are much higher than those achieved by those that preceded it, with a maximum theoretical performance of 600 Mbps.",47.92701013265085,29.56412898317928,0.58984375,0.8359375,eng_Latn,0.98828125
"Translate the following sentence from Spanish to English:
Q: Duvall, que está casado y tiene dos hijos adultos, no causó una buena impresión a Miller, que fue a quien le relató la historia.
A:","Duvall, que está casado y tiene dos hijos adultos, no causó una buena impresión a Miller, que fue a quien le relató la historia.","Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.","Duvall, who is married and has two adult children, did not make a good impression on Miller, who was the one who told him the story.",65.42122482971708,40.63044680074321,2.0625,2.453125,eng_Latn,0.92578125
